CD_CLIENTE,telemetria_moduloid_moda,telemetria_productlineid_moda,telemetria_slotid_moda,telemetria_statuslicenca_moda,telemetria_contagem
TEWOX7,5209,6,4000,Desconectado,5595
TEWOXR,533,3,4177,Desconectado,7645
TEWOYI,5,2,4173,Desconectado,745
TEWOYJ,9,2,4024,Desconectado,54
TEWOYV,7,2,4000,Desconectado,83
TEWOYZ,5,2,4000,Desconectado,3051
TEWP22,4093,2,4000,Desconectado,10690
TEWP26,2,2,4000,Desconectado,2207
TEWP89,4,2,4024,Desconectado,774
TEWP91,516,3,0,Desconectado,1283
TEWRGO,6,2,3999,Desconectado,134
TEWRJA,5,2,4000,Desconectado,1413
TEWRKI,6,2,4000,Desconectado,3481
TEWRO6,5,2,4022,Desconectado,815
TEWROD,4,2,4024,Desconectado,8350
TEWTOL,2,2,4024,Desconectado,698
TEWTQW,5,2,4024,Desconectado,1000
TEWTRA,97,2,4000,Desconectado,6719
TEWTU7,5,2,4173,Desconectado,1075
TEWTV4,5,2,4022,Desconectado,291
TEWTV8,2,2,4000,Desconectado,8850
TEWTWC,5,2,4024,Desconectado,8490
TEWTY2,534,3,4001,Desconectado,8412
TEWTY5,520,3,0,Desconectado,869
TEWTYL,5632,6,4016,Desconectado,4367
TEWTZ9,5209,6,0,Desconectado,41880
TEWU57,5716,8,4100,Desconectado,20052
TEXCHQ,520,3,0,Desconectado,3349
TEXCJH,12,2,4000,Desconectado,1573
TEXCL4,5,2,4000,Desconectado,1636
TEXCLX,84,2,4145,Desconectado,1084
TEXCMP,5032,1,4000,Desconectado,4365
TEXCMR,5,2,4000,Desconectado,300
TEXCMS,5582,6,4145,Desconectado,341
TEXCMY,5,2,4024,Desconectado,1021
TEXCN4,524,3,0,Desconectado,2006
TEXCRP,2,2,4000,Desconectado,138
TEXCST,12,2,4154,Desconectado,318
TEXCSY,6,2,4024,Desconectado,847
TEXCT4,534,3,534,Desconectado,28614
TEXCTS,9,2,4134,,14
TEXCU9,5629,6,4000,Desconectado,1908
TEXFBB,533,3,4001,Desconectado,5159
TEXFC5,4093,2,4016,Desconectado,327
TEXFDS,6,2,0,Desconectado,563
TEXFEJ,6,2,4000,Desconectado,727
TEXFJG,5554,6,4000,Desconectado,1899
TEXFJR,9,6,4000,Desconectado,10
TEXHN8,805,13,805,Conectado,7512
TEXHPU,520,3,0,Desconectado,1779
TEXHRJ,2,2,4000,Desconectado,5818
TEXHRS,534,3,534,Desconectado,44880
TEXHSA,84,2,4145,Desconectado,405
TEXHTJ,5,2,4173,Desconectado,2633
TEXHTW,503,3,4122,Desconectado,27
TEXHUS,5,2,4000,Desconectado,653
TEXHWC,9,2,4000,Desconectado,317
TEXHWR,2,2,4024,Desconectado,8988
TEXHWY,12,2,4033,Desconectado,1013
TEXHX8,2,2,4000,Desconectado,4378
TEXKBS,4,2,4000,Desconectado,74
TEXKBT,5,2,4173,Desconectado,485
TEXKCC,4,2,4000,Desconectado,1804
TEXKCV,7,2,4145,Desconectado,145
TEXKG9,6,2,4000,Desconectado,639
TEXKGG,534,3,534,Desconectado,127084
TEXKGO,6,2,4133,Desconectado,93
TEXKI7,6,2,4000,Desconectado,4775
TEXKIE,39,2,0,Desconectado,2289
TEXKL8,4092,0,4092,Negado,1
TEXKLA,2,2,4118,Desconectado,4656
TEXKLJ,5032,1,4000,Desconectado,6349
TEXKLM,533,3,4001,Desconectado,4570
TEXKM7,5,2,4022,Desconectado,112
TEXKQZ,506,3,0,Desconectado,866
TEXKS8,7,2,4145,Desconectado,5
TEXKSA,533,3,533,Desconectado,90423
TEXKSC,99,2,0,Desconectado,2
TEXMZ7,5,2,4000,Desconectado,558
TEXN09,5629,6,4037,Desconectado,19835
TEXNAM,6,2,4000,Desconectado,3503
TEXNAT,5,2,4024,Desconectado,1280
TEXNBJ,5,2,4173,Desconectado,991
TEXPJ9,520,3,0,Desconectado,769
TEXPMN,533,3,533,Desconectado,7177
TEXPO9,6,2,4000,Desconectado,35
TEXPRW,5,2,4000,Desconectado,2804
TEXPSQ,4,2,4132,Desconectado,13058
TEXSG6,9,2,0,Desconectado,4
TEXSIF,5,2,4173,Desconectado,13019
TEXSJH,4,2,4024,Desconectado,3879
TEXSKD,17,2,4107,Desconectado,169
TEXSKL,10,2,4164,Desconectado,439
TEXSL6,5,2,4173,Desconectado,1059
TEXSOB,12,2,4000,Desconectado,22850
TEXSOQ,12,2,4154,Desconectado,7554
TEXSOY,5,2,4024,Desconectado,2930
TEXSPK,200,2,4000,Desconectado,4376
TEXSQA,5,2,4024,Desconectado,46662
TEXSQH,4093,2,4001,Desconectado,29081
TEXSRY,534,3,534,Desconectado,69672
TEXST8,5,2,4173,Desconectado,5838
TEXV69,16,2,4145,Desconectado,995
TEXVBP,533,3,533,Desconectado,15319
TEXVCZ,6,2,4133,Desconectado,2857
TEXVDA,516,3,0,Desconectado,291
TEXVFB,97,2,4000,Desconectado,3973
TEXVFP,533,3,533,Desconectado,7929
TEXVFR,5508,6,4037,Desconectado,1751
TEXVGX,2,2,4000,Desconectado,2693
TEXVI3,520,3,0,Desconectado,6494
TEXVIX,12,2,4033,Desconectado,46959
TEXVJD,2,2,4000,Desconectado,702
TEXVNG,524,3,0,Desconectado,1776
TEXVNK,6,2,0,Desconectado,2959
TEXXWN,46,2,4000,Desconectado,9477
TEXXYS,6,2,4000,Desconectado,1158
TEXY03,533,3,4001,Desconectado,8235
TEXY56,5209,6,4000,Desconectado,17154
TEXY85,506,3,0,Desconectado,508
TEXY91,5508,6,4173,Desconectado,1842
TEXY92,5,2,4000,Desconectado,39
TEXY99,533,3,533,Desconectado,93374
TEXYEW,520,3,0,Desconectado,447
TEXYF4,506,3,4000,Desconectado,10
TEXYF9,5,2,4000,Desconectado,1349
TEXYFP,7,2,4145,Desconectado,12788
TEYIYX,6,2,3999,Desconectado,8
TEYIZV,6,2,4000,Desconectado,5799
TEYIZZ,6,2,4000,Desconectado,599
TEYJ64,4,2,4000,Desconectado,3402
TEYJAI,5028,1,4000,Desconectado,892
TEYJBZ,2,2,4000,Desconectado,38
TEYJC1,5,2,4133,Desconectado,145
TEYJC6,6,2,4133,Desconectado,121
TEYJD8,6,2,4133,Desconectado,151
TEYJDF,5707,8,4100,Desconectado,3814
TEYJDK,5554,6,4037,Desconectado,6024
TEYJFM,5,2,4024,Desconectado,479
TEYJI6,5,2,4024,Desconectado,3099
TEYSS9,6,2,3999,Desconectado,11
TEYSVO,506,3,0,Desconectado,964
TEYSWD,4,2,4173,Desconectado,501
TEYSWS,10,2,4000,Desconectado,2537
TEYSXM,4,2,4000,Desconectado,2521
TEYT77,6,2,4024,Desconectado,232
TEYTB4,6,2,4024,Desconectado,775
TEYTB9,6,2,4133,Desconectado,339
TEYTCA,6,2,0,Desconectado,1320
TEYVQ7,524,3,0,Desconectado,614
TEYVRA,515,3,0,Desconectado,220
TEYVT0,5,2,4000,Desconectado,1259
TEYVTZ,5,2,4000,Desconectado,3297
TEYVUM,34,2,4024,Desconectado,136
TEYVVB,12,2,4033,Desconectado,16960
TEYVW8,4,2,4132,Desconectado,1903
TEYVXH,5,2,4000,Desconectado,1566
TEYVXL,5,2,4000,Desconectado,3445
TEYVXR,5,2,4024,Desconectado,918
TEYVYC,5508,6,4173,Desconectado,4234
TEYVYG,10,2,4000,Desconectado,2877
TEYVYX,6,2,4001,Desconectado,2671
TEYVYZ,2,2,4000,Desconectado,6118
TEYVZH,534,3,534,Desconectado,29889
TEYWC6,515,3,4147,Desconectado,390
TEYYP8,2,2,4000,Desconectado,1171
TEYYSH,99,2,0,Desconectado,2
TEYYTA,516,3,0,Desconectado,2700
TEYYW2,520,3,0,Desconectado,1233
TEYYXN,5,2,3999,Desconectado,271
TEYYY6,6,2,4000,Desconectado,795
TEYYZJ,5,2,4017,Desconectado,4187
TEYZ13,5,2,3999,Desconectado,142
TEYZ15,6,2,4024,Desconectado,177
TEZAMM,507,3,4000,Desconectado,3364
TEZAO7,2,2,4000,Desconectado,200
TEZAP4,2,2,4000,Desconectado,5140
TEZAPE,533,11,4177,Conectado,1697
TEZAPV,5,2,4024,Desconectado,3153
TEZARL,10,2,4164,Desconectado,629
TEZARZ,4093,2,4001,Desconectado,264
TEZAS9,5,2,4173,Desconectado,332
TEZASM,520,3,0,Desconectado,430
TEZASO,4093,2,4000,Desconectado,4699
TEZASZ,99,2,0,Desconectado,2
TEZAT6,5,2,4000,Desconectado,4502
TEZATG,5,2,4000,Desconectado,10568
TEZAUH,6,2,4024,Desconectado,1021
TEZAUP,5554,6,4000,Desconectado,27120
TEZAX4,2,2,4000,Desconectado,1221
TEZAXU,4012,0,0,Desconectado,84
TEZAYS,5,2,4024,Desconectado,6194
TEZAZB,6,2,4000,Desconectado,133
TEZB04,519,3,0,Desconectado,2578
TEZB36,4093,2,4000,Desconectado,3310
TEZB39,5,2,4000,Desconectado,171
TEZB61,5,2,4173,Desconectado,2333
TEZBAC,84,2,4000,Desconectado,293
TEZBBV,5,2,4000,Desconectado,122
TEZBBY,12,2,4000,Desconectado,645
TEZBC3,501,3,0,Desconectado,1407
TEZBC6,533,3,533,Desconectado,11298
TEZBE4,4012,0,0,Desconectado,36
TEZBE9,7,2,4000,Desconectado,107
TEZBFX,2,2,4000,Desconectado,1408
TEZBGE,200,2,4000,Desconectado,4619
TEZBHC,6,2,4000,Desconectado,569
TEZBID,5,2,4000,Desconectado,5872
TEZBIK,5,2,4173,Desconectado,2426
TEZBKX,2,2,4000,Desconectado,865
TEZBN5,2,2,4000,Desconectado,2396
TEZBOY,2,2,4000,Desconectado,434
TEZBQM,6,2,4022,Desconectado,146
TEZBRQ,5,2,4000,Desconectado,4729
TEZBSF,84,2,4000,Desconectado,1201
TEZBSK,2,2,4000,Desconectado,889
TEZBTH,5,2,4000,Desconectado,73
TEZBVZ,6,2,4000,Desconectado,1524
TEZBXP,5,2,4000,Desconectado,670
TEZBXW,6,2,4022,Desconectado,1647
TEZBY6,9,2,4024,Desconectado,456
TEZBZC,97,2,4024,Desconectado,108
TEZBZW,6,2,4133,Desconectado,644
TEZC51,6,2,4000,Desconectado,1877
TEZCAF,7,2,4145,Desconectado,6214
TEZCAY,5,2,4000,Desconectado,1792
TEZCBR,6,2,4016,Desconectado,1928
TEZCEK,6,2,4000,Desconectado,2690
TEZCGC,4,2,4000,Desconectado,4405
TEZCH0,5,2,4000,Desconectado,1094
TEZCJE,5,2,4024,Desconectado,5504
TEZCKV,5,2,4024,Desconectado,155
TEZCLG,5,2,4000,Desconectado,289
TEZCO4,200,2,4016,Desconectado,3775
TEZCO9,6,2,4000,Desconectado,3545
TEZCOQ,2,2,4118,Desconectado,195
TEZCPC,506,3,0,Desconectado,4042
TEZCPI,513,3,4000,Desconectado,1908
TEZCQ2,5,2,4000,Desconectado,3423
TEZCQM,5554,6,4145,Desconectado,7299
TEZCRS,2,2,4000,Desconectado,1049
TEZCTE,217,2,4024,Desconectado,473
TEZCV3,12,2,0,Desconectado,448
TEZCV6,5,2,4173,Desconectado,1304
TEZCVK,4,2,4024,Desconectado,5861
TEZCVL,2,2,4000,Desconectado,1199
TEZCXN,5635,6,4039,Desconectado,17771
TEZCXS,6,2,4133,Desconectado,429
TEZCY4,4,2,4132,Desconectado,731
TEZCYO,5,2,4133,Desconectado,2514
TEZD14,501,3,0,Desconectado,409
TEZD38,5,2,4173,Desconectado,472
TEZD45,515,3,4034,Desconectado,51
TEZD71,2,2,0,Desconectado,8596
TEZD92,5,2,4000,Desconectado,1098
TEZDAJ,533,3,4001,Desconectado,1538
TEZDAZ,6,2,4024,Desconectado,367
TEZDC9,6,2,4024,Desconectado,1065
TEZDCB,6,2,4024,Desconectado,47
TEZDCD,516,3,4145,Desconectado,41
TEZDCI,520,3,4022,Desconectado,208
TEZDD5,39,2,4000,Desconectado,4240
TEZDDG,6,2,4024,Desconectado,319
TEZDDJ,6,2,4133,Desconectado,258
TEZDDN,6,2,4133,Desconectado,1394
TEZDEH,2,2,4024,Desconectado,11352
TEZDFI,2,2,4000,Desconectado,2493
TEZDFJ,10,2,4000,Desconectado,7053
TEZDG5,6,2,4024,Desconectado,234
TEZDHO,2,2,4016,Desconectado,2774
TEZDIF,2,2,4118,Desconectado,962
TEZDK0,41,2,4156,Desconectado,7850
TEZDLE,39,2,4000,Desconectado,1678
TEZDLW,5508,6,4173,Desconectado,3373
TEZDM8,6,2,4000,Desconectado,895
TEZDMC,4,2,4000,Desconectado,104
TEZDMR,6,2,4000,Desconectado,829
TEZDN4,5,2,4000,Desconectado,467
TEZDO1,2,2,4000,Desconectado,24667
TEZDPI,7,2,4000,Desconectado,2027
TEZDR4,9,2,4134,,2
TEZDSL,533,3,4001,Desconectado,22339
TEZDT9,606,11,606,Conectado,1165
TEZDTC,5,2,4016,Desconectado,1144
TEZDTW,5,2,4000,Desconectado,3044
TEZDU6,43,2,4000,Desconectado,1654
TEZDV1,533,3,533,Desconectado,32192
TEZDWI,200,2,4001,Desconectado,926
TEZE52,5,2,4000,Desconectado,167
TEZE63,5,2,4000,Desconectado,5014
TEZEB8,5,2,4024,Desconectado,254
TEZEBG,5,2,4024,Desconectado,6973
TEZEDE,534,3,534,Desconectado,84057
TEZEDU,5631,6,4000,Desconectado,6183
TEZEE0,5,2,4000,Desconectado,5751
TEZEEC,520,3,0,Desconectado,144
TEZEET,98,2,4024,Desconectado,290
TEZEFA,534,3,4001,Desconectado,1654
TEZEFG,39,2,4000,Desconectado,310
TEZEG1,5,2,4000,Desconectado,1728
TEZEGF,2,2,4024,Desconectado,4618
TEZEGX,720,9,3501,Desconectado,8722
TEZEK7,722,9,3502,Desconectado,6492
TEZELF,520,3,0,Desconectado,529
TEZENA,516,3,0,Desconectado,59
TEZENW,10,2,4000,Desconectado,588
TEZEPV,601,11,601,Conectado,311
TEZES3,9,2,4134,,6
TEZESD,4,2,4000,Desconectado,2146
TEZESX,6,2,4134,Desconectado,16
TEZET6,602,11,602,Conectado,125
TEZETL,6,2,4133,Desconectado,268
TEZEUQ,533,3,4177,Desconectado,9622
TEZEV6,5,2,4000,Desconectado,1948
TEZEV7,4,2,4024,Desconectado,4572
TEZEV8,2,2,4118,Desconectado,1317
TEZEW9,508,3,0,Desconectado,1307
TEZEXE,5,2,4173,Desconectado,125
TEZEY2,722,9,3502,Desconectado,8262
TEZEZ0,720,9,3501,Desconectado,1623
TEZEZI,533,3,4177,Desconectado,346
TEZF29,5,2,4022,Desconectado,976
TEZF71,534,3,534,Desconectado,86836
TEZF79,9,2,4134,,4
TEZF81,722,9,3502,Desconectado,11657
TEZF82,534,3,534,Desconectado,15126
TEZF84,534,3,534,Desconectado,437275
TEZFAB,6,2,4000,Desconectado,284
TEZFBB,533,3,533,Desconectado,74212
TEZFBI,9,2,4134,,8
TEZFBU,6,2,4000,Desconectado,1350
TEZFC6,5,2,4173,Desconectado,943
TEZFC8,5,2,4173,Desconectado,396
TEZFCB,5,2,4000,Desconectado,2070
TEZFD5,6,2,4133,Desconectado,420
TEZFE6,738,9,4050,Desconectado,86165
TEZFET,534,3,534,Desconectado,45855
TEZFFE,6,2,3999,Desconectado,33
TEZFFN,5,2,4173,Desconectado,185
TEZFFQ,2,2,0,Desconectado,375
TEZFGO,6,2,4133,Desconectado,2000
TEZFH9,6,2,0,Desconectado,558
TEZFHG,6,2,4000,Desconectado,1489
TEZFID,6,2,4134,Desconectado,1406
TEZFIE,534,3,534,Desconectado,11828
TEZFIJ,10,2,4132,Desconectado,192
TEZFIT,6,2,4022,Desconectado,310
TEZFJN,2,2,3999,Desconectado,321
TEZFK5,5,2,3999,Desconectado,27
TEZFK6,5,2,4173,Desconectado,4135
TEZFKA,5,2,4000,Desconectado,2481
TEZFKC,6,2,4133,Desconectado,621
TEZFKZ,4007,0,4007,Desconectado,1994
TEZFLW,16,2,4145,Desconectado,5
TEZFM5,200,2,0,Desconectado,2134
TEZFQ0,520,3,0,Desconectado,1102
TEZFTH,5,2,0,Desconectado,2454
TEZFTI,2,2,4000,Desconectado,2071
TEZFVF,5625,6,4000,Desconectado,4819
TEZFXH,5,2,4000,Desconectado,931
TEZFYE,200,2,4001,Desconectado,1299
TEZFZ5,515,3,0,Desconectado,6848
TEZFZF,533,3,0,Desconectado,1134
TEZG04,5200,6,4000,Desconectado,12250
TEZG13,5,2,4024,Desconectado,1197
TEZG24,2,2,4024,Desconectado,801
TEZG82,6,2,4000,Desconectado,251
TEZGAD,2,2,4024,Desconectado,431
TEZGAL,5,2,0,Desconectado,1182
TEZGAM,6,2,0,Desconectado,6343
TEZGB2,6,2,4016,Desconectado,677
TEZGB5,5209,6,0,Desconectado,21903
TEZGBW,4,2,4000,Desconectado,1300
TEZGC5,4,2,4132,Desconectado,6072
TEZGCY,5,2,4000,Desconectado,2998
TEZGE0,534,3,4029,Desconectado,2077
TEZGGX,13,2,4125,Desconectado,1423
TEZGIV,5,2,4000,Desconectado,3576
TEZGMI,200,2,4001,Desconectado,3759
TEZGMV,4,2,0,Desconectado,11464
TEZGO9,515,3,0,Desconectado,2572
TEZGOP,5,2,4000,Desconectado,776
TEZGPG,44,2,4000,Desconectado,1044
TEZGQE,5,2,4173,Desconectado,1691
TEZGQJ,2,2,4118,Desconectado,3432
TEZGQL,16,2,4000,Desconectado,8757
TEZGR6,6,2,4000,Desconectado,301
TEZGRX,5582,6,4004,Desconectado,17201
TEZGTG,5,2,4000,Desconectado,1921
TEZGUA,520,3,0,Desconectado,3571
TEZGVB,5075,1,4000,Desconectado,3008
TEZGWD,516,11,0,Desconectado,1558
TEZGXL,720,9,3501,Desconectado,3775
TEZGYJ,5,2,4000,Desconectado,1719
TEZGZQ,5,2,4000,Desconectado,3285
TEZH10,2,2,4024,Desconectado,6276
TEZH17,5,2,4016,Desconectado,1286
TEZH39,7,2,4000,Desconectado,99
TEZH81,4,2,4000,Desconectado,883
TEZHA0,5,2,4000,Desconectado,304
TEZHA1,2,2,4024,Desconectado,2571
TEZHAA,6,2,4000,Desconectado,131
TEZHAN,5,2,4000,Desconectado,634
TEZHAX,534,3,4001,Desconectado,7400
TEZHBA,507,3,0,Desconectado,4
TEZHBK,5,2,4000,Desconectado,1982
TEZHBP,5,2,4000,Desconectado,2939
TEZHC9,6,2,4024,Desconectado,104
TEZHCN,4,2,4022,Desconectado,145
TEZHCV,602,11,602,Conectado,898
TEZHDA,533,3,533,Desconectado,23830
TEZHDF,533,3,533,Desconectado,28605
TEZHDN,533,3,533,Desconectado,14188
TEZHE3,4093,2,4093,Negado,15
TEZHE7,720,9,3501,Desconectado,37399
TEZHED,5,2,0,Desconectado,1079
TEZHEF,2,2,4000,Desconectado,1074
TEZHGT,10,2,4000,Desconectado,2649
TEZHH2,5,2,4000,Desconectado,1301
TEZHH6,506,3,0,Desconectado,747
TEZHHT,2,2,4000,Desconectado,10644
TEZHIL,515,3,0,Desconectado,24752
TEZHJO,2,2,4024,Desconectado,210
TEZHKM,39,2,4000,Desconectado,6536
TEZHLC,5,2,4000,Desconectado,622
TEZHLQ,5075,1,4000,Desconectado,342
TEZHM6,5,2,4000,Desconectado,1877
TEZHN1,5,2,4000,Desconectado,760
TEZHOD,2,2,4000,Desconectado,2857
TEZHP7,5,2,0,Desconectado,3058
TEZHQL,533,3,533,Desconectado,17021
TEZHQP,520,3,4118,Desconectado,1649
TEZHQZ,6,2,4017,Desconectado,2369
TEZHR7,5,2,4145,Desconectado,1765
TEZHSO,99,2,0,Desconectado,2
TEZHV8,6,2,4024,Desconectado,604
TEZHW4,6,2,4000,Desconectado,110
TEZHWK,4,2,4022,Desconectado,668
TEZHXR,533,3,533,Desconectado,12060
TEZHXU,2,2,4024,Desconectado,1337
TEZHY1,5,2,4000,Desconectado,5381
TEZHZZ,99,0,0,Desconectado,4
TEZI16,5508,6,4000,Desconectado,2372
TEZI22,524,3,0,Desconectado,179
TEZI41,5,2,4156,Desconectado,3260
TEZI53,506,3,0,Desconectado,648
TEZI61,6,2,4024,Desconectado,3691
TEZI70,5,2,4173,Desconectado,1299
TEZI72,6,2,4133,Desconectado,1
TEZI79,4012,0,0,Desconectado,40
TEZI93,4093,2,4001,Desconectado,1303
TEZIAZ,6,2,4133,Desconectado,162
TEZIBV,4,2,4000,Desconectado,19934
TEZIC7,501,3,0,Desconectado,387
TEZIDX,5,2,4173,Desconectado,566
TEZIEW,6,2,4133,Desconectado,145
TEZIF3,4,2,4132,Desconectado,222
TEZIFJ,4,2,4132,Desconectado,2427
TEZIFP,4,2,4000,Desconectado,3617
TEZIG1,4,2,4133,Desconectado,1066
TEZIGI,2,2,4118,Desconectado,728
TEZIGS,506,3,4133,Desconectado,62
TEZIGZ,10,2,4164,Desconectado,124
TEZIHF,2,2,4000,Desconectado,1849
TEZIHY,5625,6,4132,Desconectado,4826
TEZII3,506,3,4133,Desconectado,59
TEZIIF,520,3,0,Desconectado,10848
TEZIII,98,2,4134,,6
TEZIIV,2,2,4024,Desconectado,3673
TEZIJ1,6,2,4133,Desconectado,2313
TEZIJ7,4,2,4024,Desconectado,3946
TEZIK1,4,2,4024,Desconectado,5667
TEZIK3,5,2,4024,Desconectado,5870
TEZIL9,2,2,4024,Desconectado,5129
TEZIMO,520,3,0,Desconectado,252
TEZINI,5,2,4000,Desconectado,2054
TEZIQ6,2,2,4024,Desconectado,817
TEZIRS,520,3,0,Desconectado,12840
TEZISI,4,2,0,Desconectado,1392
TEZIT0,4093,2,4093,Negado,15
TEZIUB,4,2,4132,Desconectado,4212
TEZIW1,5,2,4024,Desconectado,1908
TEZIWA,6,2,4000,Desconectado,1406
TEZIWX,523,3,0,Desconectado,977
TEZIYJ,534,3,534,Desconectado,10733
TEZIZI,516,3,0,Desconectado,223
TEZJ23,9,2,4134,,2
TEZJ32,2,2,4000,Desconectado,11035
TEZJ47,73,2,0,Desconectado,1809
TEZJ82,5,2,4022,Desconectado,222
TEZJBD,2,2,4000,Desconectado,1410
TEZJBZ,10,2,4000,Desconectado,729
TEZJCR,506,3,0,Desconectado,1085
TEZJDA,5,2,4024,Desconectado,3244
TEZJDY,519,3,0,Desconectado,151
TEZJF4,5,2,4173,Desconectado,1403
TEZJGM,5,2,4000,Desconectado,924
TEZJGS,41,2,4156,Desconectado,11949
TEZJGW,6,2,4133,Desconectado,314
TEZJH2,200,2,4000,Desconectado,2471
TEZJH5,5625,6,4118,Desconectado,1736
TEZJHC,34,2,4122,Desconectado,410
TEZJHH,524,3,0,Desconectado,7296
TEZJI1,6,2,4000,Desconectado,7343
TEZJI4,5,2,4173,Desconectado,242
TEZJIW,533,3,0,Desconectado,447
TEZJJ5,6,2,0,Desconectado,47
TEZJKS,5712,8,4000,Desconectado,2572
TEZJLP,533,3,533,Desconectado,26059
TEZJM9,9,2,4134,,6
TEZJMJ,4093,2,0,Desconectado,19
TEZJML,6,2,4000,Desconectado,762
TEZJNY,2,2,4000,Desconectado,572
TEZJO2,9,2,4134,,4
TEZJP5,5,2,4000,Desconectado,5324
TEZJQJ,4012,0,0,Desconectado,56
TEZJSN,4,2,4000,Desconectado,308
TEZJW9,2,2,4022,Desconectado,107
TEZJX7,506,3,0,Desconectado,168
TEZJXE,2,2,4000,Desconectado,1410
TEZJXF,2,2,0,Desconectado,6624
TEZJXL,516,3,0,Desconectado,528
TEZJXQ,519,3,4133,Desconectado,149
TEZJXZ,534,3,4001,Desconectado,20285
TEZJY7,6,2,4024,Desconectado,751
TEZK40,533,3,533,Desconectado,18932
TEZK60,6,2,4022,Desconectado,204
TEZKB6,4,2,4022,Desconectado,574
TEZKBB,519,3,0,Desconectado,268
TEZKBO,5707,8,4031,Desconectado,15407
TEZKD2,2,2,4000,Desconectado,1768
TEZKD5,5,2,4016,Desconectado,718
TEZKDH,632,11,632,Conectado,161
TEZKDT,7,2,0,Desconectado,766
TEZKE5,6,2,4016,Desconectado,1241
TEZKF9,4093,2,4093,Negado,12
TEZKFB,5087,1,4000,Desconectado,6653
TEZKFG,520,3,0,Desconectado,5104
TEZKI2,13,2,4000,Desconectado,3000
TEZKIQ,9,2,4134,,3
TEZKIR,4093,2,0,Desconectado,3392
TEZKIY,2,2,0,Desconectado,16532
TEZKK0,5969,8,4031,Desconectado,2088
TEZKKB,6,2,4133,Desconectado,1007
TEZKKF,5,2,4000,Desconectado,127
TEZKL6,520,3,0,Desconectado,5130
TEZKLA,533,3,4001,Desconectado,13417
TEZKMQ,5,2,4016,Desconectado,528
TEZKN2,2,2,4000,Desconectado,5115
TEZKN3,5,2,4000,Desconectado,3862
TEZKN7,516,11,0,Conectado,827
TEZKO6,4093,2,4024,Desconectado,6537
TEZKPG,6,2,4022,Desconectado,272
TEZKPL,44,2,4142,Desconectado,371
TEZKPO,805,13,805,Conectado,1161
TEZKQ5,533,3,533,Desconectado,880249
TEZKS3,5,2,4000,Desconectado,57962
TEZKSD,5,2,4000,Desconectado,21
TEZKVV,2,2,4000,Desconectado,215
TEZKXW,5,2,0,Desconectado,460
TEZKYK,501,3,0,Desconectado,740
TEZL56,6,2,4000,Desconectado,865
TEZLAO,4093,2,4000,Desconectado,5120
TEZLBN,5,2,4000,Desconectado,4309
TEZLCP,7,2,4026,Desconectado,1456
TEZLD6,5,2,0,Desconectado,4833
TEZLF7,5,2,4024,Desconectado,606
TEZLFN,12,2,4154,Desconectado,371
TEZLG7,6,2,4133,Desconectado,926
TEZLHB,513,3,0,Desconectado,5010
TEZLHD,5,2,4173,Desconectado,7452
TEZLHF,5553,6,0,Desconectado,248
TEZLHG,524,3,0,Desconectado,688
TEZLHU,28,2,4000,Desconectado,209
TEZLJF,6,2,4024,Desconectado,97
TEZLM8,520,3,0,Desconectado,6262
TEZLNF,6,2,4016,Desconectado,943
TEZLO4,5,2,4016,Desconectado,76
TEZLO7,6,2,4133,Desconectado,180
TEZLOU,9,2,4134,,10
TEZLRL,5,2,4000,Desconectado,685
TEZLRO,506,3,4016,Desconectado,89
TEZLRS,4093,2,4001,Desconectado,4053
TEZLS0,534,3,0,Desconectado,5349
TEZLSP,5635,6,4132,Desconectado,5088
TEZLSW,4,2,4000,Desconectado,1628
TEZLT1,5511,6,4000,Desconectado,5306
TEZLTQ,534,3,534,Desconectado,7500
TEZLVI,5,2,4000,Desconectado,2476
TEZLXL,5707,8,4100,Desconectado,12216
TEZLYF,533,3,0,Desconectado,16117
TEZLYW,513,3,0,Desconectado,4255
TEZM58,5,2,4024,Desconectado,1096
TEZM89,533,3,533,Desconectado,39357
TEZM99,12,2,4016,Desconectado,12074
TEZMBW,5508,6,4000,Desconectado,661
TEZMD5,5,2,4173,Desconectado,925
TEZMDO,5,2,4024,Desconectado,2301
TEZMFC,2,2,4000,Desconectado,3671
TEZMG6,5967,8,4100,Desconectado,104
TEZMH1,5,2,4024,Desconectado,1582
TEZMHC,722,9,3502,Desconectado,18018
TEZMHI,506,3,0,Desconectado,138
TEZMIJ,6,2,4000,Desconectado,289
TEZMIK,5,2,4024,Desconectado,711
TEZMIS,5,2,4000,Desconectado,26
TEZMIZ,5,2,4000,Desconectado,210
TEZMJ3,533,3,4001,Desconectado,14739
TEZMJK,84,2,4000,Desconectado,44
TEZMJX,5,2,4000,Desconectado,2275
TEZMNA,6,2,4016,Desconectado,251
TEZMO2,5,2,4016,Desconectado,619
TEZMS6,7,2,4000,Desconectado,195
TEZMT4,516,3,0,Desconectado,481
TEZMUE,5,2,4016,Desconectado,818
TEZMY9,99,2,0,Desconectado,2
TEZN32,5,2,4000,Desconectado,1672
TEZN39,4,2,4024,Desconectado,13955
TEZN58,6,2,4000,Desconectado,486
TEZNAS,520,3,0,Desconectado,866
TEZNB9,533,3,4001,Desconectado,11514
TEZNBH,5,2,4022,Desconectado,74
TEZNCC,5585,6,4145,Desconectado,68
TEZNCM,5,2,4016,Desconectado,17
