CD_CLIENTE;DS_PROD_moda;DS_LIN_REC_moda;CIDADE_moda;DS_CNAE_moda;DS_SEGMENTO_moda;DS_SUBSEGMENTO_moda;MARCA_TOTVS_moda;MODAL_COMERC_moda;PAIS_moda;PERIODICIDADE_moda;UF_moda;VL_TOTAL_CONTRATO_soma;faixa_vl_total_soma_contratos;DIAS_CLIENTE;QTD_CONTRATACOES_12M;VLR_CONTRATACOES_12M
TFDVB4;ADESAO INTERA B.O P;CDU PLATAFORMA TOTVS INTERA SO;VALINHOS;Obras de urbanizacao - ruas, pracas e calcadas;CONSTRUCAO E PROJETOS;CONSTRUTORAS;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;12063.523626418319;0.0-0.5M;416;1.0;12063.5236264183
TFDVB6;APP BACKOFC VENDAS-1 AO 40;SAAS SERIE T;PETROPOLIS;Fabricacao de massas alimenticias;MANUFATURA;BENS DE CONSUMO;BACKOFFICE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;RJ;11146.78424633868;0.0-0.5M;416;5.0;11146.7842463387
TFDVBP;MENSAL ATE 1.000 CONSULTAS/MES;SAAS SERIE T;GARANHUNS;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - minimercados, mercearias e armazens;VAREJO;SUPERMERCADO;BACKOFFICE - PARCEIRO;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;PE;63.1209183793152;0.0-0.5M;412;1.0;63.1209183793152
TFDVC9;MNT SOFTWARE MISTERCHEF NET;CDU BEMATECH;CURITIBA;Lanchonetes, casas de cha, de sucos e similares;SERVICOS;VIAGENS;MICRO E PEQUENOS NEGOCIOS;MPN;105;00 - Mensal;PR;549.2970229792355;0.0-0.5M;397;2.0;674.164198378556
TFDVCC;TEF BY RJ ADESAO;CDU TOTVS SERIE T;CONGONHAS;Transporte rodoviario coletivo de passageiros, com itinerario fixo, intermunicipal, exceto em regiao metropolitana;SERVICOS;VIAGENS;RJ CONSULTORES;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MG;2069.55477836953;0.0-0.5M;412;2.0;2069.55477836953
TFDVCD;ADESAO PLAT R&F LOJA;CDU BEMATECH;REDENCAO;Comercio varejista de cosmeticos, produtos de perfumaria e de higiene pessoal;VAREJO;DROGARIA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;PA;701.6742409942226;0.0-0.5M;411;1.0;701.674240994223
TFDVCE;PRODUTIVIDADE E COLAB FLUIG;SAAS INTERA SOFTWARE;RIODEJANEIRO;Holdings de instituicoes nao-financeiras;SERVICOS;OUTRAS ATIVIDADES DE SERVIÇOS FINANCEIRO;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;RJ;83217.0507524909;0.0-0.5M;412;3.0;83217.0507524909
TFDVCG;TOTVS RH ATS PACK 3 VAGAS;SAAS SERIE T;BOMJESUS;Lanchonetes, casas de cha, de sucos e similares;EDUCACIONAL;EDUCACAO CONTINUADA;RH - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;RS;0.00420385736791976;0.0-0.5M;410;1.0;0.00420385736791976
TFDVCT;TEF TOTVS CLOUD PDV ADICIONAL;SAAS TEF;BRASILIA;Comercio varejista de doces, balas, bombons e semelhantes;VAREJO;SUPERMERCADO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;DF;6383.132823591997;0.0-0.5M;410;3.0;6383.132823592
TFDVD8;ADD-ON WEBSERVICES INTERA;SAAS INTERA SOFTWARE;BRODOWSKI;Comercio atacadista de alimentos para animais;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;3419.989307667969;0.0-0.5M;409;1.0;3419.98930766797
TFDVDF;ADD-ON IOT COLETORES INTERA;SAAS SERIE T;PINDAMONHANGABA;FABRICAÇÃO DE ALIMENTOS DIETÉTICOS E COMPLEMENTOS ALIMENTARES;MANUFATURA;BENS DE CONSUMO;TOTVS CRM;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;16673.709032091723;0.0-0.5M;408;2.0;16673.7090320917
TFDVDI;ADESAO DE SOFTWARE VIRTUAL PDV;CDU TOTVS SERIE T;SANTOANTONIODEJESUS;Comercio varejista de artigos do vestuario e acessorios;VAREJO;MODA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;BA;1229.8931231307042;0.0-0.5M;408;1.0;1229.89312313071
TFDVDT;TOTVS A ELETRONICA 10 PACK;SAAS SERIE T;BELOHORIZONTE;Consultoria em tecnologia da informacao;EDUCACIONAL;EDUCACAO CONTINUADA;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MG;36.4558510946002;0.0-0.5M;405;1.0;36.4558510946002
TFDVDW;FEEDZ 2 MOD PACK 50 COL;SAAS SERIE T;BRASILIA;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;FEEDZ;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;DF;1689.6479841732516;0.0-0.5M;405;1.0;1689.64798417325
TFDVDY;FEEDZ 2 MOD PACK 50 COL;SAAS SERIE T;SAOJOSEDORIOPRETO;Portais, provedores de conteudo e outros servicos de informacao na internet;VAREJO;VAREJO;FEEDZ;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;2103.3748108944446;0.0-0.5M;405;2.0;2103.37481089444
TFDVDZ;TOTVS A ELETRONICA 10 PACK;SAAS SERIE T;SAOPAULO;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;36.4558510946002;0.0-0.5M;405;1.0;36.4558510946002
TFDVE1;TOTVS A ELETRONICA 20 PACK;SAAS SERIE T;SAOJOSE;Outras atividades de servicos prestados principalmente …s empresas nao especificadas anteriormente;EDUCACIONAL;EDUCACAO CONTINUADA;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SC;275.48297717715;0.0-0.5M;405;1.0;275.48297717715
TFDVE2;ADESAO INTERA B.O P;CDU PLATAFORMA TOTVS INTERA SO;RIBEIRAOPRETO;Servicos auxiliares … educacao;EDUCACIONAL;EDUCACAO CONTINUADA;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;10853.443283062621;0.0-0.5M;405;4.0;10853.4432830626
TFDVE3;FEEDZ 2 MOD PACK 25 COL;SAAS SERIE T;PORTOALEGRE;Reparacao e manutencao de computadores e de equipamentos perifericos;SERVICOS;PROVEDOR SERVICOS;FEEDZ;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;RS;736.8226924474006;0.0-0.5M;405;1.0;736.8226924474
TFDVE6;CONS TEF MULTILOJA;SAAS SERIE T;DOURADOS;Comercio atacadista de produtos alimenticios em geral;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MS;729.9746087950591;0.0-0.5M;405;3.0;931.032495130557
TFDVEW;ADC EMPRESA OP FINANCEIRAS;SAAS SERIE T;SAOPAULO;Transmissao de energia eletrica;SERVICOS;ENERGIA;GESPLAN;MODALIDADE ASSINATURA COMPLEMENTAR;105;11 - Anual;SP;334.0847488859515;0.0-0.5M;403;1.0;334.084748885951
TFDVFA;BACK LIGHT POR UH;SAAS CMNET THEX;PIRANHAS;Hoteis;HOSPITALITY;HOSPEDAGEM;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;AL;2108.9533296216755;0.0-0.5M;356;2.0;2108.95332962167
TFDVFF;SMS USUARIO RETAGUARDA WT;CDU TOTVS SERIE T;FORTALEZA;Comercio varejista de medicamentos veterinarios;VAREJO;DROGARIA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;CE;20048.25884546985;0.0-0.5M;402;6.0;20048.2588454699
TFDVFL;LICENCA CNPJ DISTRIBUIDOR WT;CDU TOTVS SERIE T;GARANHUNS;Comercio varejista de materiais de construcao em geral;VAREJO;MATERIAL DE CONSTRUCAO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PE;3429.06963958268;0.0-0.5M;401;1.0;3429.06963958268
TFDVFN;TEF TOTVS CLOUD PDV ADICIONAL;SAAS TEF;AGUASLINDASDEGOIAS;Comercio varejista de calcados;VAREJO;MODA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;GO;218.0288585297904;0.0-0.5M;402;3.0;218.02885852979
TFDVFP;LICENCA CNPJ DISTRIBUIDOR WT;CDU TOTVS SERIE T;GARANHUNS;Comercio varejista de materiais de construcao em geral;VAREJO;MATERIAL DE CONSTRUCAO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PE;3429.09065886952;0.0-0.5M;401;1.0;3429.09065886952
TFDVFX;CONSINCO ERP BACKOFFICE CDU;CDU TOTVS SERIE T;CASCAVEL;Comercio varejista de cosmeticos, produtos de perfumaria e de higiene pessoal;VAREJO;DROGARIA;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PR;3266.9688994756875;0.0-0.5M;401;1.0;3266.96889947569
TFDVGH;MNT SOFTWARE MISTERCHEF NET;CDU BEMATECH;FORTALEZA;Restaurantes e similares;SERVICOS;VIAGENS;MICRO E PEQUENOS NEGOCIOS;MPN;105;00 - Mensal;CE;220.437668801608;0.0-0.5M;398;1.0;298.221641680228
TFDVGK;ADESAO INTERA B.O P;SAAS SERIE T;BRASILIA;Obras de alvenaria;CONSTRUCAO E PROJETOS;CONSTRUTORAS;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;DF;4280.350756586432;0.0-0.5M;398;2.0;4280.35075658643
TFDVGS;LICENCA CNPJ VAREJO WT;CDU TOTVS SERIE T;FORMOSA;Comercio atacadista de mercadorias em geral, com predominancia de produtos alimenticios;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;GO;14826.096903461479;0.0-0.5M;397;3.0;29652.193806923
TFDVH0;ADESAO PLAT R&F LOJA;CDU BEMATECH;SAOPAULO;Comercio atacadista de produtos alimenticios em geral;VAREJO;DROGARIA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;683.942370616337;0.0-0.5M;396;1.0;683.942370616337
TFDVH6;AHGORA ESTRATEGICO;SAAS SERIE T;FLORIANOPOLIS;Desenvolvimento e licenciamento de programas de computador nao-customizaveis;SERVICOS;TI & TELECOM;RH - CORE;NAO INFORMADO;105;00 - Mensal;SC;1526.971315606861;0.0-0.5M;3049;1.0;1252.49726419801
TFDVHC;CLOUD EXCEDENTE NV INT;CLOUD COMPUTING.;SAOJOSEDOSCAMPOS;Outras atividades de servicos prestados principalmente …s empresas nao especificadas anteriormente;SERVICOS;PROVEDOR SERVICOS;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;1311.1116474789185;0.0-0.5M;396;2.0;1311.11164747892
TFDVHD;FEEDZ 3 MOD PACK 25 COL;SAAS SERIE T;SAOPAULO;Desenvolvimento e licenciamento de programas de computador nao-customizaveis;SERVICOS;TI & TELECOM;FEEDZ;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;1115.3800484285744;0.0-0.5M;396;1.0;1115.38004842857
TFDVHL;MNT SOFTWARE MISTERCHEF NET;CDU BEMATECH;JAGUARIUNA;Restaurantes e similares;SERVICOS;VIAGENS;MICRO E PEQUENOS NEGOCIOS;MPN;105;00 - Mensal;SP;101.53156314999804;0.0-0.5M;395;1.0;101.531563149998
TFDVHQ;TOTVS A ELETRONICA 10 PACK;SAAS SERIE T;CASCAVEL;Edicao de cadastros, listas e de outros produtos graficos;MANUFATURA;PAPEL & CELULOSE;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;PR;36.4558510946002;0.0-0.5M;394;1.0;36.4558510946002
TFDVHU;TOTVS A ELETRONICA 10 PACK;SAAS SERIE T;CARIACICA;Promocao de vendas;SERVICOS;MIDIA;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;ES;36.4558510946002;0.0-0.5M;394;1.0;36.4558510946002
TFDVHV;ADD-ON WEBSERVICES INTERA;CONSULTORIA TRADICIONAL AMS;NOVALIMA;Atividades de organizacoes associativas patronais e empresariais;SERVICOS;PROVEDOR SERVICOS;AMS;MODALIDADE SERVICOS RECORRENTES;105;00 - Mensal;MG;7833.577119673242;0.0-0.5M;394;2.0;7833.57711967325
TFDVHX;CONSINCO CLOUD NDD POR CNPJ;SAAS SERIE T;PAUDOSFERROS;Comercio atacadista de mercadorias em geral, com predominancia de produtos alimenticios;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;RN;86574.22602336742;0.0-0.5M;394;5.0;86574.2386349396
TFDVI2;CONCILIADOR DE CARTOES TOTVS;CDU TOTVS SERIE T;ARAGUAINA;Comercio a varejo de pecas e acessorios novos para veiculos automotores;VAREJO;CONCESSIONARIA DE VEICULOS;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;TO;8053.758353175412;0.0-0.5M;390;1.0;8053.75835317541
TFDVIA;FEEDZ 1 MOD PACK 100 COL;SAAS SERIE T;OSASCO;Holdings de instituicoes nao-financeiras;SERVICOS;OUTRAS ATIVIDADES DE SERVIÇOS FINANCEIRO;FEEDZ;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;2418.8364716405117;0.0-0.5M;391;2.0;2418.83647164051
TFDVIC;AMBIENTE ATS FEEDZ ID NOMEADO;SAAS SERIE T;BOMRETIRODOSUL;Fabricacao de maquinas e equipamentos para a agricultura e pecuaria, pecas e acessorios, exceto para irrigacao;MANUFATURA;BENS DE CAPITAL;FEEDZ;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;RS;3782.517355505265;0.0-0.5M;391;3.0;3782.51735550527
TFDVIH;TEF TOTVS CLOUD PDV ADICIONAL;SAAS TEF;ARACRUZ;Comercio varejista de brinquedos e artigos recreativos;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;ES;76.4933886666679;0.0-0.5M;391;1.0;76.4933886666679
TFDVIM;ADD-ON WEBSERVICES INTERA;SAAS SERIE T;SAOPAULO;Atividades de consultoria em gestao empresarial, exceto consultoria tecnica especifica;SERVICOS;BPO;BACKOFFICE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;4443.418383888039;0.0-0.5M;391;2.0;4443.41838388804
TFDVIR;ADESAO VA SALES;CDU TOTVS SERIE T;MACEIO;Comercio varejista de artigos do vestuario e acessorios;VAREJO;MODA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;AL;402.5866046962037;0.0-0.5M;391;1.0;402.586604696204
TFDVIS;BACK FULL POR UH;SAAS CMNET THEX;MIRACATU;Hoteis;HOSPITALITY;HOSPEDAGEM;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;654.9946087808412;0.0-0.5M;391;1.0;654.994608780842
TFDVIT;SMS CHECK OUT AUTOSERVICO;CDU TOTVS SERIE T;CRUZDASALMAS;Comercio atacadista de produtos alimenticios em geral;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;BA;435.8769511927602;0.0-0.5M;578;0.0;0.0
TFDVIW;MNT SOFTWARE MISTERCHEF NET;CDU BEMATECH;CASCAVEL;Restaurantes e similares;SERVICOS;VIAGENS;MICRO E PEQUENOS NEGOCIOS;MPN;105;00 - Mensal;PR;123.63964904788801;0.0-0.5M;390;1.0;225.167008340518
TFDVIZ;ADESAO RMS BY BEBOOK;SAAS CMNET HOTAL;LOUVEIRA;Hoteis;HOSPITALITY;HOSPEDAGEM;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;1628.2968897458318;0.0-0.5M;391;3.0;1628.29688974583
TFDVJ7;LICENCA CNPJ DISTRIBUIDOR WT;CDU TOTVS SERIE T;APARECIDADEGOIANIA;Comercio atacadista de lubrificantes;LOGISTICA;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;GO;45524.42482024876;0.0-0.5M;390;2.0;45524.4248202488
TFDVJB;CONS TEF MULTILOJA;SAAS SERIE T;BELOHORIZONTE;MAGAZINES COMERCIO VAREJISTA;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MG;252.35755779622323;0.0-0.5M;389;1.0;252.357557796223
TFDVJD;LICENCA DE CNPJ HOMECENTER;CDU TOTVS SERIE T;FORTALEZA;Comercio a varejo de pecas e acessorios novos para veiculos automotores;VAREJO;CONCESSIONARIA DE VEICULOS;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;CE;13342.05117543849;0.0-0.5M;389;1.0;13342.0511754385
TFDVJM;CONCILIADOR DE CARTOES TOTVS;SAAS TEF;SAOPAULO;Comercio varejista de outros produtos nao especificados anteriormente;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;1200.9159342936377;0.0-0.5M;389;2.0;1200.91593429364
TFDVJP;ALMOXARIFADO E ESTOQUE;SAAS CMNET HOTAL;CRUZ;Atividades de associacoes de defesa de direitos sociais;SERVICOS;PROVEDOR SERVICOS;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;CE;3452.670094846178;0.0-0.5M;387;2.0;3452.67009484618
TFDVJT;LICENCA CNPJ VAREJO WT;CDU TOTVS SERIE T;BRASILIA;Comercio atacadista de mercadorias em geral, com predominancia de produtos alimenticios;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;DF;3533.43460259865;0.0-0.5M;388;1.0;3533.43460259865
TFDVJX;LICENCA CNPJ VAREJO WT;CDU TOTVS SERIE T;LUZIANIA;Comercio atacadista de mercadorias em geral, com predominancia de produtos alimenticios;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;GO;14800.991467260263;0.0-0.5M;388;2.0;26008.4289677033
TFDVJZ;ADESAO PLAT R&F LOJA;CDU BEMATECH;LAVRAS;Comercio varejista de cosmeticos, produtos de perfumaria e de higiene pessoal;VAREJO;DROGARIA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MG;686.8009936265225;0.0-0.5M;388;1.0;686.800993626523
TFDVK3;ADESAO INTERA B.O P;SAAS INTERA SOFTWARE;TERESINA;Construcao de edificios;CONSTRUCAO E PROJETOS;CONSTRUTORAS;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;PI;2423.9777892014736;0.0-0.5M;388;1.0;2423.97778920148
TFDVK4;ADESAO INTERA B.O P;CDU PLATAFORMA TOTVS INTERA SO;SAOPAULO;Promocao de vendas;SERVICOS;MIDIA;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;12272.934577343869;0.0-0.5M;388;1.0;12272.9345773439
TFDVK5;SMS USUARIO RETAGUARDA WT;CDU TOTVS SERIE T;FORTALEZA;Comercio varejista de madeira e artefatos;VAREJO;MATERIAL DE CONSTRUCAO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;CE;2425.1422576923906;0.0-0.5M;388;2.0;2425.14225769239
TFDVK6;TEF CANAL CLOUD PDV ADICIONAL;SAAS TECHFIN FAT MANUAL;RECIFE;Comercio varejista de produtos farmaceuticos, sem manipulacao de formulas;VAREJO;DROGARIA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;PE;111.9823525666466;0.0-0.5M;388;1.0;111.982352566647
TFDVK8;ADD-ON WEBSERVICES INTERA;SAAS INTERA SOFTWARE;SAOPAULO;Atividade medica ambulatorial restrita a consultas;SAUDE;CENTROS CLINICOS;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;25016.945003622062;0.0-0.5M;388;1.0;25016.9450036221
TFDVKE;CONECTOR IFOOD DEMAIS LOJAS;SAAS SERIE T;RIBEIRAOPRETO;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;23356.328858431705;0.0-0.5M;387;1.0;23356.3288584317
TFDVKG;TEF TOTVS CLOUD PDV PRINCIPAL;SAAS TEF;SAOPAULO;Comercio atacadista especializado em outros produtos nao especificados anteriormente;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;63.7472931271352;0.0-0.5M;387;1.0;63.7472931271352
TFDVKH;CONS TEF MULTILOJA;SAAS SERIE T;RIODEJANEIRO;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - minimercados, mercearias e armazens;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;RJ;2250.5938959189934;0.0-0.5M;387;1.0;2250.59389591899
TFDVKM;ADESAO INTERA B.O P;CDU PLATAFORMA TOTVS INTERA SO;SOROCABA;Comercio atacadista de produtos de higiene, limpeza e conservacao domiciliar, com atividade de fracionamento e acondicionamento associada;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;5572.2844067528995;0.0-0.5M;387;1.0;5572.2844067529
TFDVL8;CLOUDINT AMBIENTE DEDICADO;SAAS SERIE T;CRUZALTA;Manutencao e reparacao de maquinas e equipamentos para agricultura e pecuaria;MANUFATURA;BENS DE CAPITAL;BACKOFFICE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;RS;15047.984903055063;0.0-0.5M;387;3.0;15047.9849030551
TFDVLH;CDU USUARIO VENDEDOR;CDU TOTVS SERIE T;GOIANIA;Comercio a varejo de pecas e acessorios novos para veiculos automotores;VAREJO;CONCESSIONARIA DE VEICULOS;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;GO;8881.876216081926;0.0-0.5M;387;2.0;8881.87621608192
TFDVLK;INT.MKTP BY LEXOS BUSINESS +;SAAS SERIE T;IBITINGA;Comercio varejista de artigos de cama, mesa e banho;VAREJO;MODA;DIGITAL COMMERCE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;492.8224030986017;0.0-0.5M;387;1.0;492.822403098601
TFDVLQ;MODA PLUS DE 1 A 3 IDS;SAAS SERIE T;SAOPAULO;Comercio atacadista de cosmeticos e produtos de perfumaria;VAREJO;VAREJO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;4136.204691297827;0.0-0.5M;387;1.0;4136.20469129783
TFDVLX;LICENCA CNPJ VAREJO WT;CDU TOTVS SERIE T;CAMPOSDOSGOYTACAZES;Comercio atacadista de produtos alimenticios em geral;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;RJ;22038.398554302003;0.0-0.5M;387;1.0;22038.398554302
TFDVLZ;FEEDZ 1 MOD PACK 2000 COL;SAAS SERIE T;PORTOALEGRE;Comercio atacadista de maquinas e equipamentos para uso comercial, partes e pecas;LOGISTICA;ATACADISTA E DISTRIBUIDOR;FEEDZ;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;RS;5028.187555337775;0.0-0.5M;387;1.0;5028.18755533778
TFDVM0;ADESAO INTERA B.O P;CDU PLATAFORMA TOTVS INTERA SO;NEVESPAULISTA;Construcao de edificios;CONSTRUCAO E PROJETOS;CONSTRUTORAS;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;6645.184476478647;0.0-0.5M;387;1.0;6645.18447647864
TFDVM1;CDU USUARIO VENDEDOR;CDU TOTVS SERIE T;CARPINA;Comercio a varejo de pneumaticos e camaras-de-ar;VAREJO;CONCESSIONARIA DE VEICULOS;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PE;47388.192372743935;0.0-0.5M;387;2.0;47388.1923727439
TFDVM6;INT.MKTP BY LEXOS CNPJ ADICIO;SAAS SERIE T;SAOPAULO;Comercio varejista de materiais de construcao em geral;VAREJO;MATERIAL DE CONSTRUCAO;DIGITAL COMMERCE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;2434.5715097686293;0.0-0.5M;387;2.0;2434.57150976863
TFDVMG;CDU USUARIO VENDEDOR;CDU TOTVS SERIE T;TAUBATE;Comercio varejista de materiais de construcao em geral;VAREJO;MATERIAL DE CONSTRUCAO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;2674.279660744788;0.0-0.5M;387;3.0;2674.27966074479
TFDVMM;GMV B2B 0A1.2M BY AGILE;CDU TOTVS SERIE T;FEIRADESANTANA;Comercio atacadista de cosmeticos e produtos de perfumaria;VAREJO;VAREJO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;BA;34944.48870140035;0.0-0.5M;387;3.0;34944.4887014004
TFDVMP;AUT VENDAS DE 8 A 29 IDS;CDU TOTVS SERIE T;VINHEDO;Comercio atacadista de maquinas e equipamentos para uso industrial, partes e pecas;MANUFATURA;EXTRATIVISTA & BENEFICIAMENTO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;18024.98853672112;0.0-0.5M;277;2.0;18024.9885367211
TFDVMR;CDU CORP TOTVS SAUDE RB1;CDU TOTVS SERIE T;ARARAQUARA;Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgencias;SAUDE;HOSPITAIS;SAUDE - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;4203.394943609288;0.0-0.5M;386;2.0;4203.39494360929
