CD_CLIENTE;DIAS_CLIENTE
TDC00W;3126
TFECWJ;296
TB1549;4065
TFCRT4;1818
TDCCNB;1130
TFEDBQ;279
TFEE44;233
T50630;1767
TDC0Q0;3765
TDCFA2;516
T21846;4602
TFCHC3;5784
TCADST;4107
T55238;7473
TFDVQV;374
TDCEB9;537
TDCFZA;425
TDCH0E;600
TFCRWC;1817
T16284;6689
T61094;3672
TEWBJ8;5295
TEZEE0;4377
TFDRN9;601
TFCPOU;7144
TDCD5I;801
TFCY31;1423
TFDABJ;1356
TFDJB9;912
TFBXNQ;8664
TFCZS8;1425
TFBPTK;2868
T54271;6323
TEZOER;6435
TEZOLS;3420
TDCGTP;1187
TEZJ23;3953
T29941;10694
T61954;6750
TB2829;2550
TFAIKV;3190
T09092;7153
TEZMIJ;3650
TDCE46;432
T14466;8629
TFDCC1;1453
TDCACZ;880
TCAHDY;3303
TDCCCL;1559
TEZBSF;4616
TDC534;1300
TFBUF5;2153
T16545;8024
T33437;9445
TB0050;10121
T15633;6913
TCANFN;4160
TEZOLU;4042
T07578;8849
TB4967;3493
TDC0BT;2455
T15138;7214
TDCDD1;524
TFCZBG;1454
TDCCLN;1538
TFDOPF;786
TFBLCV;2943
TFDC76;1248
TFDQUO;661
TDCDBS;482
TFECW1;296
TDCF6V;2078
TDC04Q;4100
TCA523;4925
TFBNSQ;3218
TFDCH0;1238
T49803;4412
TEWBPO;5288
TFDU64;482
TFDS80;570
TFBZW9;2724
TDC1GZ;3520
T31188;6688
TDCAET;877
TDCEUD;2914
T82275;6017
TDCDXZ;2707
T35077;4562
TB0888;5059
T08225;6138
TEYVVB;4770
TDCGAD;1342
TB3832;4333
TEYYTA;4742
TFCPOP;3578
TDC09J;3796
TFEDR2;254
TFECNH;306
TAABOV;5483
T03673;4743
TFCVY1;1605
TDCDEC;569
TDCDND;2838
TFCGOJ;2336
TFEBO1;359
TFCIQ5;2250
T73839;5798
TFDF95;1117
TDC0YR;1843
T03309;10966
TDC0GM;1364
TFCJQ4;2214
TB5497;2405
TEZGAL;4224
TFDPE1;754
TDCGSO;997
T80025;6302
TFDBYK;1258
TF1232;3250
TFDAL0;1334
TCBCQ4;3268
TEWOYI;5197
TDCFOK;1592
TDCCE2;1046
TFDPEL;753
TFEDH3;268
T31660;790
TEXYFV;5185
TFDQI0;690
TFDHM0;1004
TEZIHX;4013
TFBXX2;4629
T11161;8013
TEZG93;4223
TFDUKS;453
TFDJIK;905
TDCDXE;1382
TFDJDP;908
TF1281;3250
TFBSLX;6093
T26177;5389
TFCQTI;1878
TFDBU7;1270
TFCXDZ;1544
TFCMCT;2125
T59281;5112
TEZNLE;3548
T15382;6974
T60392;4626
TFBO08;2351
TFCBHP;4563
T50320;6900
T30414;5569
TDCGR5;1756
T49990;6837
T79808;3408
T60171;5994
T61371;5527
TDCDVQ;499
TA4315;5599
T62368;5900
T03231;6326
TFCHMJ;2214
TDCEAR;2805
TFCUFO;1690
TA3425;4629
TDCH42;1468
TFDSIO;548
T54068;6353
TDCD6X;1487
TFBSLI;4359
TB2577;5063
TDC0DW;3491
TFECXW;295
TFD589;1391
TEZN58;3613
TDCG75;1859
TB6687;3030
TFBSTH;2804
TFCZAS;1454
TB0987;6653
TFDQ69;705
TFBLYJ;906
TFDPRV;726
TDCCK7;1003
TFAIMA;3188
TDCGIG;703
TDCEHI;823
TDCEIW;1081
TFDFUZ;1090
TCA083;3064
T07543;6900
T46970;4638
TEZAYS;4686
TFECQY;300
TFBRM5;2825
TFDAJ0;1339
TFEELZ;207
TDCGEM;1706
TDCFGO;782
T25667;4615
T58507;6109
TCAQT3;3302
TDCCJB;1026
TFCHHC;2305
T26249;5590
TDCA4X;1048
TC3959;6262
TFCYBB;1502
TFBNK8;1389
T15411;6995
TEVOMQ;5498
T20563;12826
T09057;8508
TFCHEO;2307
TFDQJS;683
TDCHBE;368
TFCWI7;1579
TFCIA8;2277
T03213;4379
TFBKU3;2974
T13941;7073
TDC32C;668
TFDAJH;1412
TFBWG8;2728
TDCGLR;4444
TEZUU2;3280
TFDGM0;1053
T44141;6327
TB0740;5311
T07762;8818
TEZODU;4159
T24360;5085
TB3668;4338
TCAQW2;3286
TDC89Y;1292
TFDC87;1245
T00737;12436
TFCHO2;3182
TDCC7A;1608
T98877;5655
TFEDUF;241
TEZAN4;4724
TFCDDF;2482
TFBSL7;6009
TDCCUI;2740
TA2702;5225
TA8589;1056
TFDQYY;655
TDCG2A;669
TD0344;5434
TEZHH2;4105
T54053;6323
TFDE26;1158
TDCFYZ;811
T29412;10845
TDCC79;1679
TDCH4G;1483
TFDVM0;387
TDCD8S;1714
TFCIP4;5136
TFCUMB;1675
TDCH72;1544
TFBRNO;2824
T10010;8242
TEF203;2384
T15176;7113
T14551;7212
TFDCKW;1227
TFECAU;325
TFDQEG;695
TFCTD6;1748
TD0512;3993
TEZDH6;4465
T13617;5781
T78573;4939
TDC0O9;1073
TFBKF7;1180
TFCNZA;2052
TDCFQH;4912
TFCQDV;1909
TEZOKY;3425
TCAXRU;5461
TFDEQZ;374
T53357;6116
TFEEOB;205
T79935;5597
TFCPV5;1930
TFEEGE;213
TB4798;3751
TFCBUC;2459
TA2868;5970
TEYJI6;4826
TEVVQ8;4444
TEVVOE;5469
TFDIED;964
TFBZUS;2641
T78458;264
TA3007;6492
TFCTGM;1743
TCBL46;3287
TC0504;1145
T07499;7660
TFCRW9;1817
TDCH1K;1011
TFCSL6;1777
TDCFTL;1164
TDCEI7;1906
TFDUKI;454
TFCQ72;1914
TFDSA7;570
T54085;6202
TFEEAP;227
TFDTQ0;509
T10413;8180
TB6121;3029
T80295;5472
TEZNK3;1544
TFDPUC;724
TA2805;5760
TDCG1J;2243
T29632;5799
T61052;3672
TFDVI2;390
TFDNWX;823
TFCTWO;3960
TB4603;3726
TFCMRP;1217
T58228;6141
TFDTKU;522
TFDITP;934
T37238;8510
TFDV80;417
TEYJDF;4832
TDCF3I;467
TEZJGW;3925
TFDV03;419
TFCPJ3;1958
TFCSHA;1788
TA9001;4043
TEXHSA;5066
TDCHDS;356
TFDDZF;1160
TDC81T;1194
TFDRDR;634
TFDEOX;1130
T77993;6941
TFCTXP;1711
TFDGFX;1061
TFCYO8;1482
T06358;5843
T21308;8761
T08391;8650
T62369;4758
TFDQDF;695
TDC0VF;1938
T18412;3398
TEWRGO;5171
TDCDRA;1150
TCB167;4105
TDCGKW;1655
T73765;5799
TEF040;2784
TFCPPT;2067
T77824;6710
T40143;4861
T05375;5609
TFCGCK;2350
TFDA37;1363
TFCTZB;1705
T56307;12870
TFDDL4;1180
TEVYXQ;5836
TFDHQ0;998
TFDF86;1117
TFDR37;649
TFDJ61;916
TB1720;5941
TB6627;2933
TFCXDA;1545
TFDHNL;1000
TFCVEG;1640
TB1726;5830
TEZUOA;3931
TDC16F;356
TDCDSE;1131
TFCDQR;929
TEXHRS;5052
T45722;4640
TDCGL8;3863
TAA619;5686
TFDTYI;492
TB3714;4461
TFCGT7;2320
T53780;6379
TFBWWF;2705
T02500;8636
TFDUAU;480
TFDVSQ;367
TDCDNJ;1697
T04851;12417
TDCDK6;4006
TFEDW4;237
TEZFF9;5952
TFEEMD;206
TFBER3;3139
TFDTS9;509
TFDUG8;465
TFDCUE;1213
TDCH6Z;1179
TDCDOF;450
TDC865;1313
TFBLBY;2944
TFECKX;306
TFEEGB;283
TFAOX1;3163
TB2610;5134
TEZENA;4372
TFEEEN;219
TEZGV5;6971
TFCY42;1509
T00292;7886
T42168;8522
TA2853;7181
T18982;5319
TA2617;7138
TFDHW1;986
TEZINZ;4191
T12276;7713
TDCG3Y;1391
TFCONO;296
TDCD7V;1567
TFCLB9;2131
T50149;6932
TFCOJN;2032
TFCJTV;2096
TFBLAC;2950
T55295;5197
TB5740;2309
TFCSJR;1782
TA3188;4216
TDCEHC;2055
TEZOHF;3436
TAAJZ3;4588
TA4345;5595
TA2879;3621
T15314;6758
TFCQPY;1880
TDCEFR;4442
TFDQQB;664
TFDU93;480
TDCGH1;1080
TA2644;4841
TB1557;6032
TDCFD9;1293
TEYJC1;4832
T34317;4415
T54400;4525
T73740;5700
T74367;5099
TEXKSA;4993
TFECZZ;290
TFDIPE;940
TFCYOB;1482
TDCF92;991
T12377;7676
TDCGTE;1399
TB3936;4267
TFEBRR;356
T16716;6585
TFCTVE;5561
TAACDW;5470
TEZFLW;4279
TFC835;2596
TFDIEO;964
TEZBKX;4658
TFDPC3;754
TFCLCO;2159
TFCQMJ;1970
TFDIQL;936
T10703;7114
TDCDS7;1292
TDCD1R;2832
TEZFGK;4307
TA6133;5563
TB4910;3582
TDCEGC;1117
T06680;9122
TB0701;7347
TFABIE;3217
TB4698;3800
TFCZOB;1431
TCAUD4;2908
TFDIZN;921
TFBZZC;2635
T53762;6596
TEZGQL;4177
T62472;5686
TFDJ86;872
TFECSC;298
T02266;7502
TEVSA1;5583
TFCJI2;2221
TEZFWS;5667
TFCPTC;1936
T92154;5753
T08406;8684
TFDSML;542
TDC01O;5043
TFECSB;298
T58122;6144
TDCDGI;536
T45304;4645
TFCTQ4;1727
T05787;6348
TDCDOG;2802
TFDQHE;691
TDC0H7;2059
TFCPQZ;1941
TDCGAS;2265
TB5148;3547
T35094;5231
T50901;6780
TEZIWA;3966
TDCFZ5;1363
TB2942;3996
TFCPKU;2533
TFCJSA;2214
TFCFEH;2397
TFDIZQ;921
T13046;3672
TFDQCG;697
TFBTUO;2762
TFCOJY;2032
TFCYBE;1502
TEZBBV;4671
TDCEYS;1693
TFDTMV;516
T11094;8003
TEXHMP;2492
TFDVHX;394
TFDJT7;878
T13659;7450
TEZDLW;4444
T62588;3952
TAAHZO;5416
TFBLCB;2944
TEZCAY;4574
TEZGUA;4162
TFCYOE;1482
TFBZHU;2592
TFCH84;2309
TDC0T5;1271
TFCXW4;1515
T61950;4779
T01743;5623
TEZM58;3681
T53516;8421
TC9008;4401
TDCDYR;1228
TFBTUJ;2762
T15900;6023
TFDAES;1347
T92086;5758
T54319;4967
TFBL29;2953
TEZF19;4339
TFDSHU;550
TDCCNQ;2469
TFD162;1399
TFCIR8;2249
TFEELS;207
TFECKT;312
T11432;7976
T19654;5661
TFCAW0;2554
TEZIL9;6150
TFCQWP;1873
T76120;6348
T46452;2123
TDCCYU;1413
TFDEY5;1118
T38021;4666
TDCH0Q;1290
TEXYFP;6688
TDCCRG;1438
TFBKWZ;4260
TA2800;6492
TFCRN5;1832
TDCCT7;1489
TA2569;8432
TDCCTA;1538
TEZF97;3960
TAAI07;5409
T13347;7502
T03607;6879
T51535;783
TFCMWP;2078
TEYVYG;4769
TDCEV7;781
TFDOD3;814
TDCDJR;1158
TEVVJW;4668
TDCE8X;1449
TFDGSY;1038
TEWTOL;5157
T10859;5710
T04802;9623
T25103;8458
TDCCIY;1307
TDCA1D;697
TEZLSW;3706
TEZHBN;4133
TB2869;4013
TFEEFS;214
TFDBH8;2733
TFDDE5;1188
TCAMSQ;6134
TFBTVF;2503
TDCD8D;993
TEYIZI;4839
TEZAU8;4720
TAAMGI;5351
TFDTUI;500
TFDRAM;964
TCBIMT;3293
TFDATD;4010
TFCPR2;1941
TFCX48;1585
TDCE7U;1378
T11623;7844
TFCZQJ;1427
TFEBMH;359
TFCES8;2160
TFDSHV;549
TFDI78;887
TFDFT9;1087
TFCOS3;2019
TFCZ09;1460
T14749;7131
TEZKE5;3828
T07145;7205
TEZGE0;4196
TFDOFG;804
TFDFFX;1096
TDCFGU;4707
TDC02G;5895
T17325;6401
TB1292;4734
TFEEAD;228
T16279;6696
TFBNFH;7614
TDCFMT;2140
T28938;8714
TFEBZX;331
T78209;6271
TDCD7Y;1497
TFDNOT;844
TDCG55;2902
T75337;5774
TDCDL5;2257
TEZCBV;4581
TEXVDA;4898
TFDNDI;852
TDCETV;2257
TFCYFH;1489
TFCTRC;1726
TFEEKN;207
TFCX82;1554
T15822;6870
TEZJY7;3861
TFDNRQ;835
T77568;7264
TEZFKC;4286
T07880;3749
TDCC4B;486
TFDVK3;388
TFBYYP;1767
TFBYFZ;6492
TEZMO2;3623
T08257;8684
TFBNGG;1329
TFBXW6;3372
TAAIA0;5400
TDCDI7;2652
T61788;5658
TDCA5J;2469
TFCK80;2902
TFBZ38;2673
T61925;6705
TDCGRH;1209
T23824;4664
T21757;11240
T56018;9558
T77096;6058
T08111;6939
TFDR46;648
TFBYCB;5185
T76267;5693
TFDBII;1283
TEXCRB;5105
TDCCTL;1052
TFDGDI;1066
TEF158;2652
TDCC4G;2798
TFCYR2;6296
TFEEPK;205
TD0698;2980
TDCDHQ;774
T36224;7753
TFDAAO;1055
TB2097;5312
TEZFJM;4290
TDCCOW;417
TFDDQ8;1179
TFD813;1376
TFDFMG;1116
TFCDVB;2454
TDCFHX;751
TDCCOO;635
TEZBE9;4661
TFCYC4;1159
TCA219;4255
TDC01Q;3460
TFBKX1;4575
TB3602;3881
TFDRVA;583
TFEDRG;251
T24598;4664
T05114;9547
TFECBJ;325
T17041;6472
TEWGVH;5239
T47526;5315
TCBHV8;5717
TFDB86;1304
T22665;5682
TEZLHB;3736
TFCXNP;1530
TFCPJX;1952
TFBYGN;5281
TEZIFJ;4021
TEXCSY;5105
T28165;1360
T37932;10982
T17149;4442
TFECM9;307
TA3077;8664
TFEE55;230
TFDPJG;296
TFDJPZ;885
TFEC23;328
TDCDXM;933
T53401;9249
TDCGYI;998
TAAM36;5359
TFDVMM;387
TFDO61;815
T11037;13145
T05816;9398
TFDRVD;583
TFCMU7;2103
TDCDNM;1501
TA3098;6403
TB1172;3833
TFBSW3;2799
TEXCL4;5115
TDCFHN;1165
TFCZ58;1458
TB4815;3511
TFCS65;1804
TFBZ49;2673
T07389;7216
T75062;5751
TFECOT;304
TDCHBK;389
T77520;5760
TFCRLX;1838
TDCGV6;2574
TDCGSJ;1048
TB2025;5151
TFBYNF;2694
TFDPMB;744
TDCCAK;466
T61988;4293
TDCEDI;415
TDC0AJ;2030
T07562;8564
TFBKQK;4342
TFDSNO;542
TFCXO3;1532
TDCC3C;1612
TB5781;3454
TFCWLT;1574
TFDIL5;951
TDC0DF;1740
TEVVM6;4594
TB2037;4420
TFDEA0;1153
TC2585;3981
TDCDTG;1131
TA2621;5274
TEZLF7;3741
TFDAMJ;1333
T00538;5507
TFCGDG;2349
TFDUNN;450
TEZJDA;4485
T45453;5015
TAAQTH;5295
T03439;4835
TCAQU5;3295
TFEEP6;205
T80088;5561
T03459;10085
TDCADW;935
TEZISI;3986
TFDQNJ;670
TFDPNY;739
TFDPPA;734
TFBXLX;5647
TFCQLG;1889
TEZFQ0;5772
TFCZP7;1430
TFCQGU;1902
TFDRSE;754
TFCXM5;1529
TCANWL;1487
T11293;7937
TDCCB8;2349
TDCEES;3677
TDCG0L;1423
T84331;4967
TFEBS8;353
TFCAV9;2553
T02776;10359
TFEDWE;226
TFDAF9;1333
T45427;7803
T61862;5673
TFDOBM;814
TFCISI;2246
TFDFP4;1089
TFDVRB;373
TDCDJJ;1983
T78775;4626
TFCVVX;1605
TDCGAE;748
T32062;5599
TEZIII;4009
TFCRMK;1833
TB0659;4208
TFDD88;4373
TCACR1;4241
TDCEBF;417
TB3918;4373
TFDF43;1117
TDCD7E;803
TFECUW;296
TFDNOF;844
TFD403;1396
TDCCFZ;1179
T38002;8986
TDCFZY;1469
TFDQOE;669
TEZGAF;3896
TFDPBV;599
T01773;10968
TFBJS9;3096
TA8247;5539
T54928;12547
T03491;10077
T12464;4085
TEZMJX;3643
T13065;6848
TDCFID;1714
TFECA4;325
TDCGX0;2915
TC1303;2645
TB4804;3506
TFDFH4;1096
TFCR77;1865
TFDRSK;593
TB2496;3862
TDCG2K;662
TFCWGP;1581
T13780;4434
T13796;6754
TFCFW2;2368
TEZMOM;5687
TFDRR1;598
TFCZD7;1453
TB1056;6653
TDCEK4;1426
TDCCSK;1020
TFCEE4;4409
TFAIK4;3194
TDCEK5;1458
TFDNSN;831
T02523;11910
T05808;10614
TFCZXZ;1420
TDCEOK;1139
TFDNMW;844
TEZDV1;5168
TFDU45;468
T20214;5925
TDC0KM;3004
TB3641;4198
T75385;5325
TFDAY0;1308
T32013;5401
TDCF1Y;1117
TFDUSI;446
TDCDDZ;928
T52933;5295
TFDBLK;1278
T60892;5163
TDC9RO;1671
TB3492;3470
T74015;6152
T42079;5806
TDC1OB;257
TFD186;1404
T06914;9091
TFCPGO;1453
T77027;6073
T15747;5764
TDCF0W;1119
TFEDET;272
TEZNGU;3566
TDC33I;2304
TEZIDX;4021
TFDULJ;452
TCALF3;2351
TFEED1;216
T11687;7824
TCANA8;3967
TDCA6D;1671
TEZCV6;4504
TEVVPM;5135
TFBXW2;2917
TFDEH7;1145
TFEEII;209
T77172;4567
TEYSWS;4811
TFBSJ9;4275
T51839;5191
TDC0IX;2942
T60224;5816
T17275;4870
TB3213;4272
T60441;5954
TFDAA0;1000
T40020;5197
TFCU35;1703
TDCFSV;409
T31926;10159
TDCGPP;1090
TEZNT0;3510
T49954;2183
TFDNVD;824
TFCTW1;3960
TFDFSI;1087
TFCRFU;1850
TDCGCV;3961
T57445;5441
TFDUUV;439
TFBXVJ;9395
TC0358;5942
TFDUGO;464
TFDS54;570
TEXSPK;4926
TFBSQB;2809
TFDPG2;752
TFDODN;811
TFCZ70;1458
TFDVMG;387
TFBRNE;2823
TEZQDF;3331
TB4850;2937
T22186;12531
TEYVRA;4783
TDC27R;1180
TFCX47;1587
TFDUVK;436
TFBLGX;2928
TD0066;4575
TEXKBT;5029
T84493;5686
TFDSLI;542
TFACVD;450
TDCH7C;1431
TFEEG9;214
TFDMXR;870
T07748;5759
TFCSAB;1801
TB4511;3516
TDCH1P;1026
TA3307;8203
TEXVJJ;4903
TFBXYX;4629
TDCF8A;2875
T51800;5392
T57306;5976
TFDCEK;1241
TDCFGS;537
TFDGNY;1048
T03644;9977
TFDDLM;1180
TFDC78;1248
TEVVT0;5676
TFDDJ5;1182
TFEEFW;214
TEVZN2;7110
TFDUMF;451
TFCJMH;2216
TFDHQV;997
T16834;6535
TFCZR8;1426
TFEC17;328
TDCGGW;2190
TA2869;8298
TB4358;3892
TB2968;4902
TEZUUO;3280
TFBWYD;2704
TFDRJV;613
TFCNTF;2692
TEZLMG;4629
TFDBIX;1550
T21048;5273
TDCDC7;1294
TEXVCH;8677
T37041;4847
TFBWP2;4134
TFDFN2;1089
TFBZNE;2650
T37094;7753
TEZBXW;4654
TFDTW8;495
T35575;5745
TEZJSN;3874
TFCQB8;1910
TFCSU9;1761
TDCC35;4048
TB1827;5784
TFCFTB;2368
TDCC2L;2538
TFCXHA;1543
TFDRFO;632
TFDVPI;377
TFCNRP;5563
TCBJA3;5114
TB2497;3862
TFED34;286
T15753;6900
TFDGKG;5682
T10392;9182
TDCENQ;555
TEZMT4;3619
TDC0X0;1999
TFECKS;312
TFCONR;192
TDCEYF;1879
TDC9X2;1517
T01899;10874
TDCEVC;608
TFCEMY;2425
TFDBFX;927
TFBZT8;2642
TFDPFO;205
TDCEO3;1605
TB1634;5715
TDCE8V;2768
TEXYF4;5382
TFDUAV;480
TDCDGS;307
T01351;11272
TFBLQ1;2903
TFBYIU;3099
TFDEC3;1151
TFCRFY;1850
T51145;5800
T14319;5249
T13857;7391
TB3542;4164
T47857;6870
TDCC2M;2539
TEZFID;4293
TDCCK1;1322
TFDQUV;661
TFDBSF;1227
TFCQSA;1878
TEWRJA;5168
TFD267;1273
TDCF41;1466
TEZEO4;4366
TDCHB0;366
TEZLK4;936
TFCRID;1847
TDCFPB;656
T43130;5536
T22532;9321
T03415;10118
TEZKDT;3835
TCAXST;4063
TFDFT4;1087
TFCPB7;1985
T46371;6837
TFCTW5;3960
T61235;7272
TFDMX1;872
TEZHAN;4134
TDCE77;901
TFCPHL;718
T84754;2566
TFDMWG;674
TDCF77;450
TEZUUX;3279
T36679;9344
T75306;3408
TFBRJW;2831
TC3240;3583
T57849;6731
TB1937;5221
TFDCDJ;1241
TFEBFR;361
T24410;5794
T61024;5907
TB4118;4134
T10869;8059
TFDAMI;1333
TEYVYZ;4769
TCARLC;3064
TFCVU9;1607
TEZCEK;4555
TFDQIK;685
T03201;10224
T62512;5869
TDCFCW;684
TFCPTO;1935
TDCGAY;2173
TFDQPJ;667
TAA537;5291
TFCVLB;1627
TFDV91;417
TB0731;7199
TFCN09;2085
T04876;9609
T16950;8377
TEZGBW;4247
TFBLJG;2918
TDC337;1208
TFDFA0;1787
TDCG1B;1073
TDCDHA;1392
TDCF5O;537
TDCDCB;1452
TFCOCQ;2041
T17432;5625
TB3620;4532
T15854;5703
TFBTIH;2782
TDCD27;976
TFCUXW;1487
T15080;7101
TEZG24;4226
T54615;5228
TFCWEY;1585
TDCG8B;1496
TA8241;5536
TFDOSE;783
TFCJNX;2215
TEXCHQ;4889
T46007;5283
T52926;4702
T57161;5319
TFCSN0;1774
TB1207;4826
TEVNDC;6660
T08433;3566
T16208;6688
TEXKG9;5023
TFEDDN;276
TDCFV2;394
TDCHB5;356
T53360;5928
TFEEFN;214
TFDHQN;997
T55554;6501
T16751;6571
TFBXIJ;814
T01356;5039
TFCJNS;2215
T40217;3576
TFCOUZ;2014
TFDIEI;964
TEVVV1;1850
TD0317;5193
TDCELY;3429
TD0407;4303
TFDQJO;683
TFDXY6;363
TEZNAS;3583
TDC024;1871
TFDPFL;752
TEZSNN;3322
TDCC5X;1411
TEXFBJ;5080
TFDRP5;746
TB1173;3833
TFBY63;4422
TB2139;4369
TFDQS3;663
TFCDRM;2466
TFCOGC;2060
TFDSHG;550
TFECAR;325
TEZNZ2;3481
TDCAEH;893
TEVSAQ;5693
TEY678;4846
TFDSGE;545
TAAG42;7025
TFDQKX;678
T16411;5623
TFEBQ0;355
TB3111;4054
TFECJZ;313
TDCC6L;618
TFDN39;864
TDCEAU;1672
TFBZLC;2656
TFCYVO;1466
TAAHSW;5429
TFCQDN;1909
TDCGHF;2410
TFCYEC;1496
T05995;9350
TA2657;3751
TFCUWG;1658
TFCX58;1561
TEZNYE;3488
TFECWL;296
TFDHAK;1021
TFEDSH;248
T17987;6095
TFDCZV;1207
T53590;3832
T34551;5506
TDCEFW;2736
TFCQRA;1879
TB1468;4157
TFEEKX;207
TFBYGY;4629
TFDRK7;612
TFCPRS;1941
TDCEGM;815
T75004;5704
TEZLG7;3733
TFCBAL;2547
TEZB36;2890
T05606;4035
TDCDOZ;1333
TB1718;5815
T84290;6191
TEZG04;4637
TA3867;3363
TFDV14;419
TEVP67;5610
T55754;8950
TFDJPD;887
TFDOKF;793
TDCGWW;1304
TAAFTY;6501
T57154;5924
TFCOP7;2022
TB2562;5221
TFDBKI;1279
TEZVOV;1361
T61662;6932
TDCC1L;520
T28597;11073
TDCD0F;1202
T62525;5805
TEWOWF;5198
TFCATG;2559
T36438;4652
TB2603;2027
TFBXE4;7135
T77293;5070
T30443;10559
TFDUZN;422
TEZNIQ;3574
TFECAO;325
TFDOVP;360
TEZKFG;3828
T02235;10671
TB3017;4841
TDCDSH;1069
TFECOP;304
TFDJ68;916
TFDEAU;1152
TFCET3;3303
T79237;5639
TFACV9;3205
TFC816;634
T48228;4744
TFCWNZ;1572
TCABE5;4401
TDCG1V;703
TB2240;4304
TDCFDT;2468
TEYYSH;4744
T76474;5498
TEXHUS;5059
TFDANE;1331
TB3895;4342
TFDHHW;1007
TDCFH9;1469
TFEEO1;205
T06525;9195
TFCDQO;1230
TDCG6G;488
T84547;5807
TFD804;356
TFCBX0;2517
TCBHXQ;6603
TFCXLB;1531
TEZOAB;3468
TFDVCT;410
T11906;7388
TFDHBQ;1284
TFBLKB;3506
TFCXXN;1514
TFCX50;1565
TFDSZ4;360
T15173;6033
TB4442;3907
T77788;4701
TFDVRL;370
TFDQTO;662
T76419;6682
TFEDAQ;282
TAA394;5507
TDCEX3;2574
TFBKES;3009
T15045;7079
TFCTO6;1733
TDC31V;3523
TEZEI2;9972
TFCEZH;2405
T54838;10313
T62310;5774
T59920;5469
TDCGZ5;1411
TFCHW3;2280
TA0900;5610
TDC135;2030
TFDVDY;405
T60571;5688
TB5559;1500
T79896;5788
TFCXTF;1518
TDCH9Y;1305
TFEDMO;254
TFEBQ4;356
TFDF96;1117
T27369;11322
TFCN90;2077
TDCDCX;657
T45940;5350
TDC86R;1965
TFBWZ1;2704
T50945;4681
T25303;5708
TFCR85;1817
TB2979;4775
TEZGGX;4196
T61402;5659
TDCGY9;1618
T61412;7034
TFCBHL;2537
T16167;4829
TFDVE6;405
TFCFVQ;2368
TB3272;4724
TDCFFC;712
T03993;10069
TFCNSQ;2060
TDCHEU;342
TFCUC5;1696
TB2095;5490
TFCTSH;1545
TDCHCT;363
TFEEB7;226
TFC146;3408
TFCC97;2505
T84717;7607
TA8446;5533
TB4131;4236
T61210;5735
T10402;6656
TFDDKK;1181
TFDIM0;949
TDCDAT;408
TFECM8;307
TDC07A;1908
TFCYFY;1493
TFCTJ9;1740
T54414;5763
T16971;6522
TFEEWN;185
TB3988;3950
TDCD2U;1544
T11577;7830
TFCQTT;1878
TFDNOP;844
TDCE7G;2553
T33320;5409
TFCSJ0;1787
TDCFS8;1450
TDCEPM;1129
TDCFNJ;4416
TFDEB8;1152
TFBKNV;2991
TFCLHO;2153
T03211;10218
TDCGRQ;2558
T59700;5256
TEXPO9;4954
TDCG2U;1566
TFDI94;971
TFCMON;3407
T60327;5981
TFEEYQ;181
TFDQ71;705
T09965;7661
TB0849;3639
TB2169;2368
TFDVA8;417
TDCD17;633
T25256;8696
TDCA4G;1887
TDCG4W;1179
TFCEVN;4071
TEZCBR;4566
TDCFQT;1852
TFBKDK;4686
T77109;5596
TFDU29;486
T01440;10686
TEVVTC;5660
TFDH10;1026
TDC350;2032
TEXCU9;5101
T01702;4890
TFEBUG;347
T50702;5770
TFEE34;233
TFDV79;417
TEYYZJ;2432
T53658;5753
TB2492;5253
TDCG7X;2138
TEXSRY;4913
T16235;5819
TFDSNL;542
T58381;5347
TFCYMM;1801
TDCH86;1179
T54086;6202
TFCWO1;257
T57693;6102
TDC9TY;1046
TFBMVI;4708
TFCKOY;2183
TFDQ76;705
TB4144;3037
TFCWG7;1581
TFCXXC;1515
TFDHZH;692
T53023;6380
TDCFFE;635
TFEBF4;362
T10391;8180
TFDFM2;1032
TFDRS9;593
TFDUTV;440
TFDABC;1076
TFCC64;4099
T54649;5638
TDCCP3;2383
TFBYIJ;5274
TFDHKP;912
T59746;6018
TEZDET;4475
TFCTWT;1713
TEZSO4;3315
TFDA63;2371
TFCKLP;2183
T27051;3398
TDCCKW;1803
TFCFVF;2368
TDC0IN;1999
T42091;6941
T33815;8157
TB4903;3527
TFDBQY;1271
TFD818;1377
TFCDFK;2482
TDCG95;1167
TFEDWY;236
TFCYY4;1696
TEZEJW;4008
TEVVTO;5806
TDC8I0;977
TFCHHI;2305
TEZDAJ;4479
TFDEJJ;1140
TFCEPO;2424
TDCCRT;758
TB3345;4637
T53290;6604
TB6412;3049
T15688;5808
TFBOA1;6034
TA0729;5623
TEZLHN;3736
TFCPWG;5711
TFDOXA;769
TFDQRQ;664
TFBLRG;2902
TDC327;4954
T92244;3250
TDCCH4;1913
TEYSWD;5337
TB5391;3524
TFDUFI;468
TFDIPZ;937
TFCQOP;1882
TDCADZ;928
T04036;9819
TFDEKM;1138
TDCDYB;1467
TDCE31;692
TFDJJI;905
TDCCP8;1528
T02571;10478
TA6227;8210
TFDPAA;758
TB4666;3812
TFBK72;1893
TFDSYX;208
TDCD0X;1787
TEWBQJ;5288
T42326;4639
TFBMEY;4049
TFCRDK;1857
T12552;5773
TFDEES;1150
TFDEY6;1118
TFEDHW;265
TFCZQV;1426
TDC539;1390
TEXCMY;5105
TFDNCI;856
TFDTY3;493
TEZBGE;4657
T09450;8412
