CD_CLIENTE;DS_PROD_moda;DS_LIN_REC_moda;CIDADE_moda;DS_CNAE_moda;DS_SEGMENTO_moda;DS_SUBSEGMENTO_moda;MARCA_TOTVS_moda;MODAL_COMERC_moda;PAIS_moda;PERIODICIDADE_moda;UF_moda;VL_TOTAL_CONTRATO_soma;faixa_vl_total_soma_contratos
TFCYEG;INTERA BACKOFFICE: QUARTETO;SAAS INTERA SOFTWARE;RIODEJANEIRO;Atividades de associacoes de defesa de direitos sociais;SERVICOS;PROVEDOR SERVICOS;RH - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;RJ;36656.71980735411;0.0-0.5M
TFCYFC;INTERA BACKOFFICE: QUARTETO;SAAS INTERA SOFTWARE;NATAL;Incorporacao de empreendimentos imobiliarios;CONSTRUCAO E PROJETOS;INCORPORADORAS;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;RN;4664.284846141166;0.0-0.5M
TFCYFD;CONS SAT OU MFE BALANC SUBSC;SAAS SERIE T;VARGINHA;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - minimercados, mercearias e armazens;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MG;124.1945582204535;0.0-0.5M
TFCYFH;CONS SAT OU MFE BALANC SUBSC;SAAS SERIE T;CARAGUATATUBA;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;393.3465262015166;0.0-0.5M
TFCYFY;ADD-ON R&F NF-E;SAAS BEMATECH;SAOCAETANODOSUL;Comercio varejista de cosmeticos, produtos de perfumaria e de higiene pessoal;VAREJO;DROGARIA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;663.6125163850774;0.0-0.5M
TFCYGN;LOCACAO DE SOFTW VIRTUAL PDV;SAAS SERIE T;JUAZEIRO;Comercio varejista de cosmeticos, produtos de perfumaria e de higiene pessoal;VAREJO;DROGARIA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;BA;1304.4401258360306;0.0-0.5M
TFCYHE;LICENCA CNPJ DISTRIBUIDOR WT;CDU TOTVS SERIE T;ALVORADA;Comercio atacadista de cosmeticos e produtos de perfumaria;VAREJO;VAREJO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;TO;2630.723494555772;0.0-0.5M
TFCYHL;EMISSOR FISCAL NFC-E;SAAS CMNET HOTAL;RIOBRANCO;Hoteis;HOSPITALITY;HOSPEDAGEM;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;AC;122.6937811401061;0.0-0.5M
TFCYI5;CONSINCO LOJA IDMOBILE SUBSC;SAAS SERIE T;SAOJOAODABOAVISTA;Comercio atacadista de mercadorias em geral, com predominancia de produtos alimenticios;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;45611.230271038985;0.0-0.5M
TFCYIA;TEF TOTVS CLOUD PDV PRINCIPAL;RECEITA TRANSACIONAL;SERRA;Comercio varejista de artigos do vestuario e acessorios;VAREJO;MODA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;ES;64.29799844233271;0.0-0.5M
TFCYIG;ADESAO DE MODALIDADE;CDU BEMATECH;VILAVELHA;Lanchonetes, casas de cha, de sucos e similares;SERVICOS;VIAGENS;MICRO E PEQUENOS NEGOCIOS;MPN;105;00 - Mensal;ES;176.87309489785596;0.0-0.5M
TFCYIX;ADESAO INTERA B.O P;CDU PLATAFORMA TOTVS INTERA SO;SAOPAULO;Comercio atacadista de outros equipamentos e artigos de uso pessoal e domestico nao especificados anteriormente;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;10557.327773923711;0.0-0.5M
TFCYJL;LICENCA CNPJ DISTRIBUIDOR WT;CDU TOTVS SERIE T;NITEROI;Comercio atacadista de produtos alimenticios em geral;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;RJ;3246.033689783449;0.0-0.5M
TFCYK1;ADESAO INTERA B.O P;CDU PLATAFORMA TOTVS INTERA SO;BURI;Servicos de engenharia;CONSTRUCAO E PROJETOS;ENGENHARIA & DESIGN;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;3343.4706958570855;0.0-0.5M
TFCYK6;ADD-ON WEBSERVICES INTERA;SAAS INTERA SOFTWARE;CAMPINAS;Suporte tecnico, manutencao e outros servicos em tecnologia da informacao;SERVICOS;PROVEDOR SERVICOS;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;18831.98201635382;0.0-0.5M
TFCYKF;LICENCA CNPJ DISTRIBUIDOR WT;CDU TOTVS SERIE T;JIPARANA;Comercio atacadista de mercadorias em geral, com predominancia de insumos agropecuarios;LOGISTICA;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;RO;14304.663047116868;0.0-0.5M
TFCYKV;ADESAO VA SALES;CDU TOTVS SERIE T;IPATINGA;Comercio varejista de artigos do vestuario e acessorios;VAREJO;MODA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MG;4072.3607094512217;0.0-0.5M
TFCYLH;ROYALT MENSAL;CDU BEMATECH;SAOBERNARDODOCAMPO;Restaurantes e similares;SERVICOS;VIAGENS;MICRO E PEQUENOS NEGOCIOS;MPN;105;00 - Mensal;SP;1142.5495785974401;0.0-0.5M
TFCYLN;CONSINCO SELF-CHECKOUT SUBSC;SAAS SERIE T;PARAGUACU;Comercio atacadista de mercadorias em geral, com predominancia de produtos alimenticios;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MG;5772.804199345303;0.0-0.5M
TFCYMM;SMS USUARIO RETAGUARDA WT;CDU TOTVS SERIE T;SANTOANDRE;Comercio varejista de outros artigos de uso domestico nao especificados anteriormente;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;31093.650255951656;0.0-0.5M
TFCYO5;ADESAO INTERA B.O P;CDU PLATAFORMA TOTVS INTERA SO;PORTOALEGRE;Comercio atacadista de maquinas e equipamentos para uso industrial, partes e pecas;LOGISTICA;ATACADISTA E DISTRIBUIDOR;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;RS;4522.9974038627515;0.0-0.5M
TFCYO8;INTERA BACKOFFICE COMPLETO;SAAS INTERA SOFTWARE;DUQUEDECAXIAS;Coleta de residuos perigosos;SERVICOS;PROVEDOR SERVICOS;CLOUD;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;RJ;47472.845448561726;0.0-0.5M
TFCYOB;INTERA RH: FOLHA E PONTO;SAAS INTERA SOFTWARE;SAOLUIS;Construcao de edificios;CONSTRUCAO E PROJETOS;CONSTRUTORAS;RH - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MA;47263.644690504494;0.0-0.5M
TFCYOD;ADESAO DE SOFTWARE - ACTEMPORA;SAAS SERIE T;NOSSASENHORADOSOCORRO;Comercio varejista de artigos do vestuario e acessorios;VAREJO;MODA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SE;105267.17806884935;0.0-0.5M
TFCYOE;ADESAO TOTVS P;CDU TOTVS SERIE T;CURITIBA;Fabricacao de artefatos de material plastico para outros usos nao especificados anteriormente;MANUFATURA;METAL-MECANICO & PLASTICO;RH - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PR;7566.001598205153;0.0-0.5M
TFCYON;MODA PLUS DE 1 A 3 IDS;CDU TOTVS SERIE T;FORTALEZA;Confeccao de pecas do vestuario, exceto roupas intimas e as confeccionadas sob medida;MANUFATURA;TEXTIL & VESTUARIO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;CE;3697.9609684069283;0.0-0.5M
TFCYOS;SMS USUARIO RETAGUARDA WT;CONSULTORIA TRADICIONAL;CONTAGEM;Comercio por atacado de pecas e acessorios novos para veiculos automotores;VAREJO;CONCESSIONARIA DE VEICULOS;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;30087.671391665845;0.0-0.5M
TFCYP5;05 IDS FLUIG PLATAFORMA;SAAS SERIE T;CAMPINAS;Atividades de assistencia psicossocial e … saude a portadores de disturbios psiquicos, deficiencia mental e dependencia quimica nao especificadas anteriormente;SAUDE;HOSPITAIS;RH - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;32958.41412264301;0.0-0.5M
TFCYPV;HIGS - INTEGRACOES;SAAS CMNET HOTAL;JOAOPESSOA;Hoteis;HOSPITALITY;HOSPEDAGEM;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;PB;2075.381324681467;0.0-0.5M
TFCYQ5;ASSINATURA MENSAL INTERNET CMN;SAAS CMNET HOTAL;LONDRINA;Hoteis;HOSPITALITY;HOSPEDAGEM;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;PR;1706.8039260917335;0.0-0.5M
TFCYR2;SMS TOTVS TEC USER;CDU TOTVS SERIE T;VALINHOS;Fabricacao de artefatos de material plastico para outros usos nao especificados anteriormente;MANUFATURA;METAL-MECANICO & PLASTICO;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;138023.5085639591;0.0-0.5M
TFCYR3;TEF CANAL CLOUD PDV ADICIONAL;SAAS TECHFIN FAT MANUAL;SERRA;Comercio varejista de brinquedos e artigos recreativos;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;ES;86.72978135755261;0.0-0.5M
TFCYSD;TEF TOTVS CLOUD PDV PRINCIPAL;SAAS TEF;BELEM;Comercio varejista de suvenires, bijuterias e artesanatos;VAREJO;MODA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;PA;63.9785052823708;0.0-0.5M
TFCYT1;CONS TEF MULTILOJA;CDU TOTVS SERIE T;NOVAVENECIA;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;ES;904.2497198395399;0.0-0.5M
TFCYVM;CONCILIADOR DE CARTOES TOTVS;SAAS TEF;VALINHOS;Comercio atacadista especializado de materiais de construcao nao especificados anteriormente;VAREJO;MATERIAL DE CONSTRUCAO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;336.31279329094866;0.0-0.5M
TFCYVO;FEEDZ MOD AVALIACAO DESEMPENHO;SAAS SERIE T;SAOPAULO;Consultoria em tecnologia da informacao;SERVICOS;PROVEDOR SERVICOS;FEEDZ;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;13907.936619591537;0.0-0.5M
TFCYW1;INTERA RH: FOLHA E PONTO;SAAS INTERA SOFTWARE;BELOHORIZONTE;Locacao de mao-de-obra temporaria;SERVICOS;PROVEDOR SERVICOS;RH - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MG;13959.404445346976;0.0-0.5M
TFCYW6;LICENCA CNPJ DISTRIBUIDOR WT;CDU TOTVS SERIE T;SAOPAULO;Comercio varejista de bebidas;VAREJO;SUPERMERCADO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;6548.125817568114;0.0-0.5M
TFCYX2;ADD-ON WEBSERVICES INTERA;SAAS INTERA SOFTWARE;SAOPAULO;Comercio varejista de moveis;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;RH - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;72982.70954400183;0.0-0.5M
TFCYX4;TOTVS API SERVICES PACK 20;SAAS SERIE T;SAOPAULO;Atividades de atencao ambulatorial nao especificadas anteriormente;SAUDE;CENTROS CLINICOS;FLUIG - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;9125.405673405514;0.0-0.5M
TFCYXS;CDU CORP TOTVS DIST/LOG RB1;CDU TOTVS SERIE T;SAOBERNARDODOCAMPO;Comercio atacadista de maquinas e equipamentos para uso industrial, partes e pecas;LOGISTICA;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & LOGISTICA - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;33028.210766522614;0.0-0.5M
TFCYY0;ADD-ON R&F NF-E;SAAS BEMATECH;PIMENTABUENO;Comercio varejista de cosmeticos, produtos de perfumaria e de higiene pessoal;VAREJO;DROGARIA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;RO;535.5798363877137;0.0-0.5M
TFCYY4;ADESAO FLUIG P;SAAS FLUIG;OSASCO;Testes e analises tecnicas;CONSTRUCAO E PROJETOS;PROJETOS & SERVICOS ESPECIAIS;FLUIG - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;3562.8027501709385;0.0-0.5M
TFCYYK;CONSINCO ESTACAO MF-E CDU;CDU TOTVS SERIE T;BARBALHA;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;CE;7234.287824874707;0.0-0.5M
TFCYZP;SMS FULL TOTVS TRAD;CDU TOTVS SERIE T;CAETITE;Holdings de instituicoes nao-financeiras;SERVICOS;OUTRAS ATIVIDADES DE SERVIÇOS FINANCEIRO;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;BA;55904.211085953095;0.0-0.5M
TFCZ06;SMS USUARIO RETAGUARDA WT;CDU TOTVS SERIE T;MARABA;Comercio atacadista de produtos alimenticios em geral;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PA;27308.96791390194;0.0-0.5M
TFCZ08;TEF TOTVS CLOUD PDV PRINCIPAL;SAAS TEF;SAOPAULO;Comercio varejista de artigos do vestuario e acessorios;VAREJO;MODA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;63.9785052823708;0.0-0.5M
TFCZ09;TEF TOTVS CLOUD PDV ADICIONAL;SAAS TEF;SAOBERNARDODOCAMPO;Comercio varejista de artigos do vestuario e acessorios;VAREJO;MODA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;76.7246008219035;0.0-0.5M
TFCZ11;TEF TOTVS CLOUD PDV ADICIONAL;SAAS TEF;SAOPAULO;Comercio varejista de artigos do vestuario e acessorios;VAREJO;MODA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;102.3597230514782;0.0-0.5M
TFCZ14;SMS USUARIO RETAGUARDA WT;CDU TOTVS SERIE T;JOINVILLE;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SC;12071.590828707362;0.0-0.5M
TFCZ18;MNT SOFTWARE MISTERCHEF NET;CDU BEMATECH;PORTOSEGURO;Restaurantes e similares;SERVICOS;VIAGENS;MICRO E PEQUENOS NEGOCIOS;MPN;105;00 - Mensal;BA;549.9276015844232;0.0-0.5M
TFCZ42;LGT TOTVS RMS V.STORE10 + NF-E;CDU RMS;FEIRADESANTANA;Representantes comerciais e agentes do comercio de mercadorias em geral nao especializado;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;BA;17408.5853385778;0.0-0.5M
TFCZ45;TOTVS A ELETRONICA 10 PACK;SAAS SERIE T;SAOPAULO;Atividades associativas nao especificadas anteriormente;SERVICOS;PROVEDOR SERVICOS;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;8546.151962822483;0.0-0.5M
TFCZ56;ADESAO VA PLUS;SAAS SERIE T;SUZANO;Confeccao de roupas profissionais, exceto sob medida;MANUFATURA;TEXTIL & VESTUARIO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;28540.160028959326;0.0-0.5M
TFCZ58;CLOUD STD SOB PROJETO;SAAS INTERA SOFTWARE;NOVAESPERANCA;Preparacao de subprodutos do abate;MANUFATURA;BENS DE CONSUMO;CLOUD;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;PR;51734.26623542038;0.0-0.5M
TFCZ69;TEF TOTVS CLOUD PDV ADICIONAL;SAAS TEF;FLORIANO;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PI;39280.07814380128;0.0-0.5M
TFCZ70;ADESAO TOTVS P;SAAS SERIE T;SANTOANDRE;Educacao profissional de nivel tecnico;EDUCACIONAL;SUPERIOR;RH - CORE;NAO INFORMADO;105;00 - Mensal;SP;5807.670992354825;0.0-0.5M
TFCZAP;ADESAO LICENCA SURICATO;CDU TOTVS SERIE T;ANANINDEUA;Fabricacao de massas alimenticias;MANUFATURA;BENS DE CONSUMO;RH - PARCEIRO;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;PA;526.7475320577139;0.0-0.5M
TFCZAS;SMS USU RADIO FREQUENCIA WT;CDU TOTVS SERIE T;APARECIDADEGOIANIA;Comercio atacadista de materiais de construcao em geral;VAREJO;MATERIAL DE CONSTRUCAO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;GO;48711.23036357562;0.0-0.5M
TFCZBG;SETUP;CLOUD COMPUTING.;JUIZDEFORA;Incorporacao de empreendimentos imobiliarios;CONSTRUCAO E PROJETOS;INCORPORADORAS;CLOUD;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MG;18956.15975914479;0.0-0.5M
TFCZD5;ADESAO INTERA B.O P;CDU PLATAFORMA TOTVS INTERA SO;SAOBERNARDODOCAMPO;Reparacao e manutencao de computadores e de equipamentos perifericos;SERVICOS;PROVEDOR SERVICOS;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;6691.5656348188995;0.0-0.5M
TFCZD7;LICENCA CNPJ DISTRIBUIDOR WT;CDU TOTVS SERIE T;BRASILIA;Moagem e fabricacao de produtos de origem vegetal nao especificados anteriormente;MANUFATURA;BENS DE CONSUMO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;DF;1771.640018277164;0.0-0.5M
TFCZD9;ADD-ON WEBSERVICES INTERA;SAAS INTERA SOFTWARE;APARECIDADEGOIANIA;Comercio atacadista de cosmeticos e produtos de perfumaria;VAREJO;VAREJO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;GO;5477.2183762347595;0.0-0.5M
TFCZDB;ADESAO INTERA B.O P;CDU PLATAFORMA TOTVS INTERA SO;SAOSEBASTIAODOOESTE;Terminais rodoviarios e ferroviarios;LOGISTICA;TRANSPORTADOR;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;MG;6174.814875582099;0.0-0.5M
TFCZE9;ASSINATURA MENSAL INTERNET CMN;SAAS CMNET HOTAL;PRIMAVERADOLESTE;Apart-hoteis;HOSPITALITY;HOSPEDAGEM;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MT;240.39758358449154;0.0-0.5M
TFCZFM;LICENCA CNPJ VAREJO WT;CDU TOTVS SERIE T;FORTALEZA;COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA MOTOCICLETAS E MOTONETAS;VAREJO;CONCESSIONARIA DE VEICULOS;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;CE;2260.4939800204447;0.0-0.5M
TFCZFQ;ADESAO INTERA B.O P;SAAS TEF;APARECIDADEGOIANIA;Educacao profissional de nivel tecnico;EDUCACIONAL;SUPERIOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;GO;9842.873806530999;0.0-0.5M
TFCZFS;ADESAO TOTVS P;CDU TOTVS SERIE T;CACHOEIRODEITAPEMIRIM;Fabricacao de estruturas pre-moldadas de concreto armado, em serie e sob encomenda;MANUFATURA;EXTRATIVISTA & BENEFICIAMENTO;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;ES;63140.20567691927;0.0-0.5M
TFCZFY;MODA PLUS DE 1 A 3 IDS;SAAS SERIE T;SAOPAULO;Comercio varejista de artigos do vestuario e acessorios;VAREJO;MODA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;29276.196600078925;0.0-0.5M
TFCZG2;APP CAP AL - ADESAO CAST;SAAS SERIE T;RECIFE;Educacao superior - graduacao e pos-graduacao;EDUCACIONAL;SUPERIOR;EDUCACIONAL - PARCEIRO;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;PE;19109.87800766018;0.0-0.5M
TFCZG7;LEGAL DATA CAP ANDAMENTOS REC;BPO;ITU;Comercio por atacado de caminhoes novos e usados;VAREJO;CONCESSIONARIA DE VEICULOS;LEGAL SERVICE;MODALIDADE SERVICOS RECORRENTES;105;00 - Mensal;SP;3924.3386876694067;0.0-0.5M
TFCZG8;CLOUDINT SETUP CLOUD;SAAS INTERA SOFTWARE;JUARA;Comercio atacadista de maquinas, aparelhos e equipamentos para uso agropecuario, partes e pecas;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;CLOUD INTERA;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;MT;59731.47850313986;0.0-0.5M
TFCZH5;MNT SOFTWARE MISTERCHEF NET;CDU BEMATECH;ARAPONGAS;Restaurantes e similares;SERVICOS;VIAGENS;MICRO E PEQUENOS NEGOCIOS;MPN;105;00 - Mensal;PR;2421.06031218814;0.0-0.5M
TFCZH7;CLOUDINT SETUP CLOUD;SAAS INTERA SOFTWARE;SALTINHO;Comercio varejista de outros produtos nao especificados anteriormente;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;CLOUD;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;39747.652179548124;0.0-0.5M
TFCZHM;MNT SOFTWARE MISTERCHEF NET;CDU BEMATECH;CURITIBA;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;MANUFATURA;BENS DE CAPITAL;MICRO E PEQUENOS NEGOCIOS;MPN;105;00 - Mensal;PR;1477.1051595085978;0.0-0.5M
TFCZI8;CONS TEF EXPRESS;SAAS SERIE T;SAOPAULO;Comercio atacadista de mercadorias em geral, com predominancia de produtos alimenticios;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;1022.5000237417557;0.0-0.5M
TFCZJX;TOTVS PAGAMENTO INSTANTANEO;SAAS TEF;SOROCABA;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;554.2743901028521;0.0-0.5M
TFCZLP;LICENCA CNPJ DISTRIBUIDOR WT;CDU TOTVS SERIE T;ANANINDEUA;Comercio atacadista de mercadorias em geral, com predominancia de produtos alimenticios;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PA;4298.519828130571;0.0-0.5M
TFCZLS;HORAS DE CONSULTORIA;CONSULTORIA TRADICIONAL;RIODEJANEIRO;Transporte rodoviario de carga, exceto produtos perigosos e mudancas, intermunicipal, interestadual e internacional;LOGISTICA;TRANSPORTADOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE SERVICOS NÃO RECORRENTES;105;00 - Mensal;RJ;7295.933189317888;0.0-0.5M
TFCZM0;CONTABILIDADE;SAAS CMNET HOTAL;CAMACARI;Incorporacao de empreendimentos imobiliarios;CONSTRUCAO E PROJETOS;INCORPORADORAS;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;BA;275.3862884576876;0.0-0.5M
TFCZME;ALMOXARIFADO E ESTOQUE;SAAS CMNET HOTAL;GUAXUPE;Hoteis;HOSPITALITY;HOSPEDAGEM;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MG;2039.5434406199513;0.0-0.5M
TFCZN5;CLOUD PRIME;CLOUD COMPUTING.;SAOPAULO;Outras sociedades de participacao, exceto holdings;SERVICOS;OUTRAS ATIVIDADES DE SERVIÇOS FINANCEIRO;CLOUD;MODALIDADE SERVICOS RECORRENTES;105;00 - Mensal;SP;198638.95737899558;0.0-0.5M
TFCZNY;CONTAS A PAGAR;SAAS CMNET HOTAL;PAULINIA;Hoteis;HOSPITALITY;HOSPEDAGEM;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;3290.6324125997103;0.0-0.5M
TFCZOA;AMBIENTE ATS FEEDZ ID NOMEADO;SAAS SERIE T;PORTOALEGRE;Reparacao e manutencao de computadores e de equipamentos perifericos;SERVICOS;PROVEDOR SERVICOS;FEEDZ;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;RS;11079.955525760872;0.0-0.5M
TFCZOB;SMS USUARIO RETAGUARDA WT;CDU TOTVS SERIE T;NOVOREPARTIMENTO;Comercio varejista de ferragens e ferramentas;VAREJO;MATERIAL DE CONSTRUCAO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PA;9572.368196477486;0.0-0.5M
