CD_CLIENTE;resposta_NPS;resposta_unidade;Nota_SupTec_Agilidade;Nota_SupTec_Atendimento;Nota_Comercial;Nota_Custos;Nota_AdmFin_Atendimento;Nota_Software;Nota_Software_Atualizacao
TFCKO6;7.375;9.25;7.25;7.5;7.5;7.75;7.875;7.5;7.875
TFCKOA;8.0;8.0;7.25;8.25;8.25;6.0;8.0;7.5;8.25
TFCKON;8.25;7.75;7.25;7.5;9.0;7.5;9.0;6.25;7.25
TFCKOY;8.0;8.0;8.0;8.0;10.0;2.0;10.0;2.0;8.0
TFCKR0;10.0;10.0;9.0;9.5;10.0;9.0;10.0;10.0;9.5
TFCKV3;8.0;8.0;6.0;6.0;10.0;5.0;10.0;7.0;8.0
TFCL03;5.0;5.0;5.0;5.0;5.0;5.0;7.0;5.0;5.0
TFCL24;8.0;9.0;6.0;6.0;9.0;7.0;9.0;9.0;5.0
TFCLB9;10.0;9.0;7.0;8.5;9.5;7.0;8.5;8.5;9.0
TFCLCL;7.0;8.0;6.0;9.0;7.0;7.0;7.0;7.0;8.0
TFCLE7;8.75;8.75;7.75;8.25;7.75;7.5;8.5;8.75;8.75
TFCLEK;8.0;8.0;0.0;5.0;8.0;8.0;7.0;6.0;4.0
TFCLET;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0
TFCLGO;10.0;10.0;8.666666666666666;9.333333333333334;10.0;7.666666666666667;9.333333333333334;9.333333333333334;9.0
TFCLHU;10.0;10.0;9.0;10.0;10.0;10.0;10.0;10.0;10.0
TFCLIZ;10.0;10.0;10.0;10.0;10.0;9.333333333333334;10.0;9.333333333333334;8.666666666666666
TFCLJL;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0
TFCLKI;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
TFCLKJ;10.0;10.0;10.0;10.0;10.0;9.0;10.0;10.0;9.0
TFCLKN;7.0;8.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0
TFCLL0;0.0;6.0;5.0;6.5;9.0;2.5;8.5;0.0;6.5
TFCLM0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
TFCLMQ;8.8;8.8;8.6;8.4;9.2;8.2;8.6;8.2;9.4
TFCLMW;6.4;8.0;6.4;6.0;6.6;6.0;7.8;5.8;7.4
TFCLOE;8.5;9.0;6.5;7.0;10.0;7.5;9.5;7.5;8.0
TFCLR9;8.2;7.6;6.2;6.6;8.2;5.8;8.0;7.8;4.2
TFCLZ6;10.0;10.0;8.75;9.25;9.5;9.0;10.0;10.0;10.0
TFCM37;8.666666666666666;8.666666666666666;8.0;8.333333333333334;9.333333333333334;7.666666666666667;9.333333333333334;9.333333333333334;8.666666666666666
TFCM79;7.666666666666667;6.666666666666667;7.333333333333333;7.666666666666667;6.333333333333333;7.0;7.333333333333333;7.666666666666667;7.0
TFCM87;9.5;10.0;8.5;8.5;10.0;8.0;10.0;10.0;9.5
TFCMCT;9.333333333333334;8.666666666666666;8.333333333333334;9.333333333333334;9.333333333333334;8.666666666666666;9.333333333333334;9.0;8.333333333333334
TFCMDJ;8.0;9.0;10.0;10.0;9.0;8.0;8.0;8.0;9.0
TFCMDN;8.0;8.0;7.0;8.666666666666666;7.666666666666667;5.0;7.666666666666667;3.6666666666666665;4.666666666666667
TFCME1;10.0;9.5;9.0;9.0;10.0;9.0;9.0;9.0;10.0
TFCMEM;9.8;9.6;8.6;9.6;9.0;9.6;9.8;9.8;8.8
TFCMH5;9.0;10.0;9.0;9.0;10.0;7.0;9.0;9.0;10.0
TFCMHF;4.333333333333333;9.333333333333334;4.333333333333333;8.333333333333334;4.333333333333333;4.333333333333333;4.333333333333333;4.333333333333333;6.0
TFCMI7;3.0;3.5;5.0;5.5;3.25;2.5;4.75;1.5;4.25
TFCMKC;9.0;7.5;5.5;8.0;10.0;7.5;8.0;8.0;8.0
TFCMKD;9.0;8.0;4.0;7.0;10.0;8.0;7.0;7.0;8.0
TFCMNJ;8.0;7.0;7.5;8.5;5.5;6.0;8.0;8.0;7.5
TFCMON;10.0;10.0;9.0;9.75;10.0;7.75;10.0;10.0;10.0
TFCMPK;9.25;9.25;9.0;9.0;9.0;9.0;9.25;9.75;9.75
TFCMRD;10.0;10.0;9.5;10.0;10.0;9.5;10.0;10.0;9.0
TFCMRT;9.0;10.0;9.0;9.0;10.0;8.0;9.0;10.0;8.0
TFCMT0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
TFCMTK;7.5;9.5;8.5;8.5;8.0;7.0;8.5;7.5;7.5
TFCMU7;7.8;8.0;6.4;6.4;7.6;6.2;8.4;7.4;7.6
TFCMUC;7.666666666666667;7.666666666666667;6.666666666666667;7.333333333333333;8.666666666666666;6.0;8.333333333333334;8.0;7.666666666666667
TFCMVL;8.8;6.6;8.8;8.8;8.6;8.2;9.0;7.6;9.0
TFCMVY;10.0;10.0;7.0;10.0;8.0;6.0;10.0;10.0;10.0
TFCMVZ;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
TFCMWK;9.666666666666666;9.666666666666666;9.333333333333334;9.333333333333334;8.0;9.0;9.0;9.666666666666666;9.0
TFCMXL;9.0;9.0;8.0;8.0;7.0;7.0;9.0;8.0;8.0
TFCMY9;4.25;5.5;3.75;3.75;4.5;3.75;4.5;4.5;4.5
TFCMYS;10.0;10.0;9.0;9.0;10.0;5.0;10.0;10.0;10.0
TFCN04;4.0;4.0;0.0;0.0;9.0;5.0;8.0;6.0;7.0
TFCN06;6.0;7.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0
TFCN09;7.0;9.0;9.0;10.0;9.0;7.0;10.0;7.0;7.0
TFCN22;6.0;6.5;8.5;6.0;4.5;5.5;7.5;6.5;6.0
TFCN33;8.0;10.0;7.0;9.0;10.0;5.666666666666667;8.0;8.333333333333334;8.333333333333334
TFCN65;10.0;10.0;10.0;10.0;10.0;8.0;10.0;10.0;8.0
TFCNAD;8.333333333333334;9.0;8.0;7.666666666666667;8.666666666666666;8.0;8.333333333333334;8.333333333333334;8.0
TFCNAM;10.0;9.666666666666666;9.333333333333334;9.333333333333334;10.0;10.0;9.333333333333334;10.0;10.0
TFCND2;10.0;9.5;7.5;10.0;10.0;9.5;10.0;10.0;9.5
TFCNEE;8.0;7.5;7.75;7.75;8.0;7.0;7.0;8.0;8.5
TFCNH5;9.6;9.6;9.6;9.6;9.2;8.8;9.2;9.6;9.6
TFCNJV;9.0;9.0;7.5;8.0;8.5;7.5;9.0;9.0;9.0
TFCNKV;9.333333333333334;8.333333333333334;9.666666666666666;9.666666666666666;7.666666666666667;8.333333333333334;9.666666666666666;9.666666666666666;7.333333333333333
TFCNRR;6.666666666666667;8.0;6.666666666666667;7.0;8.333333333333334;7.0;7.0;6.333333333333333;6.0
TFCNSC;2.6666666666666665;4.0;2.6666666666666665;2.6666666666666665;2.6666666666666665;2.6666666666666665;2.6666666666666665;2.6666666666666665;2.6666666666666665
TFCNSQ;5.5;4.5;4.0;4.5;5.5;4.5;5.0;3.5;4.5
TFCNTA;10.0;8.5;9.0;9.0;8.5;10.0;10.0;9.5;9.5
TFCNTF;9.0;9.0;8.0;8.0;9.0;8.0;8.0;8.0;8.0
TFCNTG;9.0;8.5;7.5;8.0;10.0;8.0;7.5;9.0;8.0
TFCNUF;5.0;5.0;5.0;7.0;7.0;5.0;8.0;3.0;5.0
TFCNXO;6.0;6.0;5.0;7.0;6.0;7.0;10.0;6.0;6.0
TFCNXT;9.0;9.0;4.0;4.0;8.0;7.0;5.0;7.0;8.0
TFCNZA;6.0;5.0;6.0;6.5;6.5;6.0;6.5;6.0;6.0
TFCO43;5.6;5.6;5.4;6.0;6.0;6.2;6.0;5.2;5.2
TFCO67;8.666666666666666;9.333333333333334;8.333333333333334;8.0;9.333333333333334;7.0;9.0;8.666666666666666;8.0
TFCOCB;8.0;8.0;8.0;8.0;7.0;7.0;8.0;7.0;8.0
TFCOCQ;8.5;8.5;7.5;7.5;7.5;7.0;6.0;9.0;8.5
TFCOD9;8.0;7.0;6.0;5.0;8.0;4.0;8.0;6.0;8.0
TFCODW;9.0;9.0;8.0;8.5;9.0;8.0;8.5;8.5;8.0
TFCOFJ;10.0;10.0;10.0;10.0;10.0;6.0;10.0;10.0;10.0
TFCOGG;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
TFCOGK;6.8;8.4;5.8;7.0;7.4;4.6;7.0;6.8;6.8
TFCOH0;9.0;10.0;5.666666666666667;7.333333333333333;8.666666666666666;5.666666666666667;7.666666666666667;8.0;8.333333333333334
TFCOI4;4.0;0.0;10.0;8.0;10.0;4.0;4.0;4.0;4.0
TFCOJ2;10.0;10.0;9.0;9.0;10.0;7.0;10.0;10.0;10.0
TFCOJN;6.666666666666667;8.0;5.666666666666667;9.0;9.333333333333334;4.666666666666667;8.333333333333334;8.666666666666666;7.666666666666667
TFCOJY;9.0;9.0;9.0;9.0;9.0;9.0;9.0;10.0;9.0
TFCOK9;7.75;8.0;7.5;8.0;8.0;7.0;7.75;6.25;7.75
TFCOKC;9.5;9.5;7.5;9.0;10.0;0.5;8.0;7.0;8.5
TFCOKH;9.25;9.0;8.0;9.0;8.25;8.5;9.0;9.5;9.25
TFCOO2;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0
TFCOP7;8.0;7.333333333333333;8.666666666666666;8.0;7.0;8.0;8.0;6.333333333333333;8.0
TFCOS3;6.0;5.0;5.0;7.0;4.0;2.0;7.0;1.0;2.0
TFCOUZ;7.0;6.0;7.666666666666667;7.333333333333333;6.333333333333333;4.333333333333333;7.333333333333333;7.0;7.0
TFCOV2;8.0;7.0;5.5;6.5;7.0;6.0;8.0;8.0;8.0
TFCOX6;10.0;8.0;6.0;10.0;8.0;6.0;6.0;8.0;10.0
TFCOXM;6.75;7.25;6.5;7.25;7.0;6.75;7.5;7.5;7.25
TFCOXY;3.0;4.0;6.0;6.0;6.0;2.0;2.0;3.0;7.0
TFCP19;9.0;9.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0
TFCPB7;9.0;10.0;10.0;10.0;10.0;9.0;9.0;9.0;9.0
TFCPDT;8.0;7.0;7.0;9.0;8.0;6.0;8.0;7.0;8.0
TFCPEB;2.0;0.0;8.0;8.0;2.0;2.0;4.0;2.0;5.0
TFCPF7;3.75;8.75;3.0;5.0;4.0;2.25;5.5;2.75;3.75
TFCPG1;8.0;8.333333333333334;7.0;9.0;9.333333333333334;6.333333333333333;8.0;8.0;8.666666666666666
TFCPG2;10.0;8.0;7.0;10.0;8.0;2.0;10.0;8.0;5.0
TFCPH7;9.0;10.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0
TFCPHL;8.0;8.0;7.0;7.0;8.0;6.0;8.0;8.0;9.0
TFCPN1;7.666666666666667;7.666666666666667;6.0;6.666666666666667;8.666666666666666;5.666666666666667;7.666666666666667;7.666666666666667;5.333333333333333
TFCPOP;9.5;9.0;9.5;9.5;9.5;9.5;9.5;9.5;9.5
TFCPP9;9.0;9.333333333333334;7.333333333333333;8.0;8.333333333333334;6.0;8.0;9.0;8.666666666666666
TFCPQ6;9.0;9.666666666666666;8.666666666666666;9.666666666666666;9.666666666666666;8.333333333333334;9.0;9.666666666666666;9.333333333333334
TFCPQZ;8.5;8.5;8.0;8.5;9.0;6.5;8.0;8.5;8.5
TFCPR5;8.0;5.0;4.0;10.0;9.0;7.0;6.0;9.0;9.0
TFCPR8;7.75;7.75;6.75;7.25;7.0;7.0;7.25;7.75;5.75
TFCPRD;10.0;10.0;9.0;9.0;9.0;9.0;10.0;10.0;10.0
TFCPRS;8.0;8.0;8.0;8.0;8.0;8.0;8.0;7.0;7.0
TFCPTC;7.5;8.5;7.5;8.0;7.5;8.0;7.5;7.5;8.0
TFCPTO;10.0;10.0;9.333333333333334;10.0;9.833333333333334;9.0;10.0;9.333333333333334;9.833333333333334
TFCPU0;10.0;10.0;7.333333333333333;8.666666666666666;9.666666666666666;7.0;8.666666666666666;9.333333333333334;9.333333333333334
TFCPVM;8.5;8.5;9.0;9.0;8.5;7.0;8.5;8.5;8.5
TFCPWH;7.0;7.333333333333333;6.666666666666667;7.333333333333333;7.333333333333333;7.0;7.0;7.333333333333333;7.0
TFCPWQ;8.666666666666666;8.666666666666666;7.333333333333333;8.333333333333334;8.666666666666666;7.0;7.333333333333333;9.0;8.0
TFCPXC;9.4;8.4;9.2;9.4;9.4;8.8;9.2;8.8;9.2
TFCPYH;3.6666666666666665;3.6666666666666665;3.3333333333333335;3.6666666666666665;3.3333333333333335;3.6666666666666665;3.6666666666666665;3.6666666666666665;3.6666666666666665
TFCQ13;7.0;8.25;7.25;8.0;7.75;6.5;6.5;5.25;7.5
TFCQ61;8.0;8.0;7.25;8.0;9.0;7.5;7.5;7.25;7.75
TFCQ95;8.0;7.5;7.0;8.0;8.0;7.0;8.0;7.0;7.0
TFCQB8;7.0;7.0;8.0;8.0;7.0;5.0;7.0;4.0;7.0
TFCQBO;8.0;5.0;7.0;5.0;3.0;8.0;8.0;2.0;8.0
TFCQDN;9.0;9.0;6.0;6.0;10.0;7.0;10.0;8.666666666666666;9.333333333333334
TFCQDV;9.0;9.0;8.333333333333334;8.666666666666666;8.333333333333334;8.0;8.666666666666666;9.0;8.333333333333334
TFCQDZ;9.0;9.5;8.5;9.5;10.0;7.5;10.0;9.5;8.0
TFCQEH;6.5;6.5;5.5;5.75;7.5;6.25;6.5;7.75;6.25
TFCQF7;8.0;7.5;8.0;8.0;8.0;8.0;8.0;8.0;8.5
TFCQFV;7.5;8.0;7.5;7.5;7.5;8.0;10.0;7.5;7.0
TFCQGU;7.5;7.0;6.5;6.5;7.0;7.5;7.5;7.5;6.5
TFCQJC;8.0;8.0;8.0;8.0;8.0;8.0;8.0;7.0;8.0
TFCQL3;8.5;7.5;6.5;7.0;7.5;7.5;7.5;8.5;7.0
TFCQLG;7.5;7.75;7.0;7.25;7.0;6.5;8.25;7.25;6.75
TFCQMJ;8.0;8.0;7.0;8.0;8.0;6.0;8.0;8.0;6.0
TFCQNH;8.0;9.0;7.5;8.0;8.5;8.0;9.5;8.0;9.0
TFCQO2;9.0;9.5;8.5;8.5;9.5;6.5;8.0;7.5;8.0
TFCQO5;9.75;10.0;9.75;10.0;9.5;9.75;10.0;10.0;9.25
TFCQOP;9.25;9.0;7.5;8.25;8.25;7.5;9.0;9.0;9.25
TFCQQ2;8.333333333333334;9.0;8.0;8.666666666666666;9.0;7.666666666666667;9.0;6.0;8.333333333333334
TFCQRC;7.5;7.5;6.5;7.5;7.5;5.0;6.5;7.5;7.5
TFCQRP;6.333333333333333;5.333333333333333;6.666666666666667;7.666666666666667;6.0;4.666666666666667;7.666666666666667;7.0;6.333333333333333
TFCQRT;9.75;9.75;9.0;9.75;4.5;7.25;9.75;9.75;9.75
TFCQSA;10.0;10.0;10.0;10.0;10.0;8.666666666666666;10.0;9.0;10.0
TFCQTL;0.0;0.0;0.0;0.0;0.0;3.0;8.0;5.0;5.0
TFCQTM;8.0;8.5;7.0;9.0;9.0;8.0;10.0;10.0;8.0
TFCQTU;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0
TFCQV8;9.0;8.0;7.0;7.0;9.0;6.0;8.0;6.0;8.0
TFCQWE;7.666666666666667;8.0;6.0;6.666666666666667;7.666666666666667;5.666666666666667;8.0;7.666666666666667;8.666666666666666
TFCQWN;8.666666666666666;8.666666666666666;9.0;8.666666666666666;9.0;8.666666666666666;9.333333333333334;8.333333333333334;9.333333333333334
TFCQWP;8.333333333333334;9.333333333333334;8.333333333333334;8.333333333333334;7.666666666666667;6.333333333333333;8.333333333333334;7.666666666666667;8.0
TFCR77;8.5;8.0;7.5;7.5;8.5;7.5;8.5;7.0;8.5
TFCR83;9.666666666666666;9.0;7.666666666666667;9.666666666666666;8.666666666666666;8.333333333333334;10.0;8.666666666666666;9.333333333333334
TFCR85;9.5;9.0;9.0;9.0;9.5;8.5;9.0;9.5;9.5
TFCRA5;5.0;6.0;6.333333333333333;7.333333333333333;8.333333333333334;4.666666666666667;5.0;4.666666666666667;5.0
TFCRA6;7.5;8.0;7.5;7.5;7.5;7.5;7.5;7.5;7.5
TFCRAG;10.0;9.333333333333334;9.0;8.666666666666666;9.333333333333334;5.666666666666667;10.0;10.0;8.0
TFCRAJ;7.666666666666667;6.666666666666667;7.333333333333333;7.666666666666667;7.333333333333333;7.333333333333333;8.0;6.666666666666667;7.666666666666667
TFCRB2;10.0;10.0;6.0;9.0;10.0;9.0;10.0;10.0;7.0
TFCRC9;6.0;4.5;3.5;3.5;9.0;7.5;3.5;6.0;1.5
TFCRDK;7.0;10.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0
TFCRDM;7.0;10.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0
TFCRE2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TFCRE3;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0
TFCRE9;8.5;8.5;7.25;8.0;8.5;7.0;8.5;8.25;8.25
TFCREU;8.666666666666666;7.666666666666667;8.666666666666666;8.666666666666666;8.333333333333334;9.333333333333334;8.666666666666666;8.666666666666666;8.666666666666666
TFCRF2;8.333333333333334;8.333333333333334;8.0;8.666666666666666;9.0;7.666666666666667;8.333333333333334;5.666666666666667;7.666666666666667
TFCRFY;4.0;4.0;4.0;4.666666666666667;5.0;3.6666666666666665;5.0;4.0;5.0
TFCRGS;8.5;8.5;8.0;9.0;9.0;8.5;9.5;7.5;8.5
TFCRGT;8.5;9.0;8.0;9.5;8.5;8.5;8.5;9.5;9.5
TFCRGX;8.0;10.0;5.0;2.0;10.0;8.0;10.0;8.0;6.0
TFCRHB;9.75;9.75;8.25;8.25;9.75;8.25;8.5;9.75;9.75
TFCRIC;7.5;10.0;7.0;9.5;9.0;7.5;9.5;8.5;9.0
TFCRID;3.5;8.5;2.5;4.0;3.5;3.5;5.5;9.0;3.5
TFCRIJ;10.0;10.0;8.0;8.0;10.0;7.0;10.0;10.0;8.0
TFCRJ3;8.5;9.0;7.0;7.0;8.5;8.5;8.5;8.5;8.5
TFCRJD;8.0;8.0;7.5;8.0;8.5;7.0;8.0;8.0;8.5
TFCRKZ;8.666666666666666;8.333333333333334;8.333333333333334;8.666666666666666;8.333333333333334;7.0;8.666666666666666;8.0;8.0
TFCRLG;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0
TFCRLX;5.666666666666667;4.666666666666667;6.666666666666667;4.333333333333333;5.333333333333333;6.333333333333333;2.6666666666666665;4.666666666666667;6.0
TFCRMK;9.0;8.666666666666666;8.666666666666666;9.333333333333334;8.0;8.333333333333334;10.0;9.333333333333334;10.0
TFCRO4;6.25;7.0;4.75;7.25;6.25;6.75;6.5;5.0;4.75
TFCROE;10.0;10.0;10.0;10.0;10.0;8.0;10.0;8.0;10.0
TFCRPP;10.0;10.0;9.333333333333334;10.0;10.0;8.0;10.0;10.0;10.0
TFCRRV;10.0;10.0;8.333333333333334;8.666666666666666;10.0;8.666666666666666;10.0;10.0;10.0
TFCRSW;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0
TFCRT4;8.0;5.5;7.5;7.5;7.5;7.5;7.0;8.0;8.0
TFCRTY;8.0;0.0;7.0;7.0;7.0;8.0;8.0;0.0;8.0
TFCRU0;8.4;8.8;8.2;8.2;8.4;8.2;8.4;8.4;8.6
TFCRUB;9.0;9.0;9.0;9.0;8.5;8.5;8.5;9.0;9.0
TFCRUR;9.0;9.0;9.0;9.0;10.0;7.0;8.0;9.0;7.0
TFCRUS;9.0;7.0;7.0;8.0;5.0;7.0;9.0;8.0;9.0
TFCRVM;4.0;3.6666666666666665;5.0;4.0;4.0;3.0;4.0;2.6666666666666665;5.0
TFCRW6;9.2;9.8;9.4;9.6;9.8;8.2;9.6;8.6;9.6
TFCRW8;7.5;9.5;7.0;7.5;9.5;6.0;9.0;7.5;8.0
TFCRW9;7.5;9.0;7.5;7.0;10.0;8.5;9.0;7.5;8.0
TFCRWB;8.0;8.5;8.0;8.5;9.0;5.5;7.5;8.0;5.5
TFCRWT;7.5;6.0;6.5;7.0;5.0;5.0;6.5;5.5;7.5
TFCRX2;9.0;9.666666666666666;8.333333333333334;9.0;9.333333333333334;7.0;9.0;8.666666666666666;8.666666666666666
TFCRX4;8.0;8.0;9.0;8.0;8.0;7.0;10.0;8.0;8.0
TFCRXB;9.0;10.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0
TFCRXC;8.5;8.5;6.5;9.5;9.5;9.0;9.0;9.0;8.5
TFCRXR;10.0;9.0;8.0;10.0;10.0;8.0;8.0;8.0;9.0
TFCRYN;9.5;9.5;9.5;9.5;9.0;8.5;9.5;8.5;9.5
TFCRZ4;8.0;9.0;9.0;9.0;10.0;8.0;9.0;9.0;8.0
TFCS32;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
TFCS74;9.666666666666666;9.666666666666666;9.0;10.0;9.0;8.666666666666666;9.333333333333334;8.333333333333334;9.666666666666666
TFCSBP;7.0;8.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0
TFCSCT;5.4;6.0;4.6;5.4;4.6;5.2;6.0;4.0;5.6
TFCSD1;5.0;5.0;3.0;5.0;10.0;5.0;5.0;5.0;0.0
TFCSDV;7.0;6.0;8.0;7.0;10.0;7.0;5.0;7.0;3.0
TFCSFC;4.5;5.5;4.5;3.5;5.5;2.0;2.0;5.0;4.5
TFCSFE;7.0;8.0;9.0;9.0;7.0;7.0;9.0;5.0;7.0
TFCSFO;10.0;8.0;9.0;9.5;9.0;7.0;9.5;10.0;9.0
TFCSFS;8.0;8.0;8.0;9.0;8.0;5.0;8.0;2.0;8.0
TFCSI4;9.333333333333334;10.0;9.333333333333334;9.333333333333334;10.0;8.0;7.333333333333333;9.333333333333334;8.0
TFCSI8;6.0;4.5;5.5;6.0;6.0;5.0;5.5;6.0;6.0
TFCSI9;7.75;9.5;8.25;8.75;7.75;7.5;8.0;8.25;7.75
TFCSID;9.0;9.0;7.5;8.5;8.5;8.0;9.0;5.5;7.5
TFCSIG;7.5;8.5;7.0;7.5;8.5;7.0;9.0;6.0;6.5
TFCSIU;6.0;5.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0
TFCSJ0;9.0;9.0;8.0;9.0;9.0;8.0;9.0;8.0;8.0
TFCSJQ;1.0;1.0;0.0;9.0;0.0;5.0;1.0;1.0;1.0
TFCSJV;8.0;9.0;8.0;10.0;8.0;10.0;8.0;10.0;10.0
TFCSK0;10.0;9.0;8.75;8.75;10.0;9.0;9.0;10.0;9.75
TFCSKD;7.0;8.0;7.0;7.0;7.0;7.0;7.0;7.0;10.0
TFCSL0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0
TFCSL6;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0
TFCSLQ;8.0;9.0;10.0;10.0;9.5;8.0;9.0;8.0;9.0
TFCSNY;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0
TFCSNZ;8.0;8.0;6.0;6.0;8.0;8.0;8.0;6.0;5.0
TFCSP4;8.0;8.0;6.0;9.0;8.0;8.0;9.0;8.0;8.0
TFCSPD;7.0;8.0;8.0;9.0;10.0;8.0;8.0;7.0;3.0
TFCSPH;10.0;10.0;10.0;10.0;10.0;8.0;10.0;9.0;10.0
TFCSRM;7.0;9.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0
TFCSRS;7.666666666666667;7.666666666666667;8.0;8.0;7.666666666666667;7.0;7.333333333333333;7.333333333333333;8.333333333333334
TFCSSL;8.0;9.0;8.0;10.0;10.0;8.0;10.0;8.0;10.0
TFCSU9;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0
TFCSVE;8.0;6.666666666666667;5.333333333333333;5.666666666666667;9.0;4.666666666666667;6.666666666666667;7.666666666666667;7.333333333333333
TFCSWQ;8.25;7.0;7.25;8.0;8.0;6.75;7.5;7.25;9.0
TFCSXX;7.0;7.666666666666667;6.666666666666667;7.666666666666667;10.0;3.0;7.666666666666667;9.333333333333334;9.333333333333334
TFCSY7;8.0;10.0;8.0;8.0;10.0;9.0;10.0;10.0;7.0
TFCSYA;8.0;10.0;8.0;8.0;10.0;9.0;10.0;10.0;7.0
TFCSYM;8.0;10.0;8.0;8.0;10.0;9.0;10.0;10.0;7.0
TFCSYO;8.0;10.0;8.0;8.0;10.0;9.0;10.0;10.0;7.0
TFCSZU;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0
TFCT07;9.0;8.0;8.0;8.0;9.0;8.0;9.0;8.0;9.0
TFCT08;7.666666666666667;7.666666666666667;7.666666666666667;8.333333333333334;7.666666666666667;6.666666666666667;7.666666666666667;6.333333333333333;7.333333333333333
TFCT16;9.0;9.0;8.0;10.0;9.0;6.0;8.0;8.0;9.0
TFCT26;9.0;9.0;9.0;10.0;9.0;8.0;9.0;8.0;9.0
TFCTBW;8.0;9.0;8.0;8.0;9.0;8.0;8.0;8.0;8.0
TFCTBZ;9.0;9.0;9.333333333333334;9.666666666666666;10.0;7.0;9.666666666666666;6.666666666666667;9.0
TFCTD5;7.5;8.5;6.0;6.5;8.5;6.5;8.0;9.0;9.0
TFCTD6;10.0;10.0;9.5;10.0;10.0;8.5;10.0;10.0;10.0
TFCTEM;9.5;10.0;8.5;10.0;10.0;9.0;10.0;9.5;10.0
TFCTGX;8.0;9.0;8.0;8.0;9.0;8.0;9.0;8.0;8.0
TFCTJ9;10.0;10.0;9.5;10.0;10.0;9.0;10.0;10.0;7.5
TFCTKD;10.0;10.0;8.333333333333334;8.333333333333334;9.333333333333334;9.0;10.0;9.0;10.0
TFCTLE;8.0;10.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
TFCTM2;8.0;7.0;6.0;7.0;8.0;8.0;8.0;8.0;8.0
TFCTM4;6.0;6.0;4.666666666666667;7.0;8.0;6.333333333333333;8.0;6.333333333333333;7.666666666666667
TFCTNX;10.0;8.0;10.0;10.0;10.0;7.0;10.0;10.0;10.0
TFCTNY;10.0;10.0;10.0;10.0;10.0;9.0;10.0;10.0;9.0
TFCTO3;5.0;7.0;5.0;5.0;9.0;7.0;7.0;4.0;4.0
TFCTOW;10.0;9.5;9.5;9.5;10.0;9.5;9.5;9.0;10.0
TFCTPS;6.2;6.2;3.6;6.0;8.6;7.2;7.6;4.6;6.8
TFCTQD;9.0;8.5;9.0;9.0;9.0;9.0;9.0;8.0;9.0
TFCTRB;8.0;9.0;9.0;9.0;10.0;8.0;9.0;8.0;6.0
TFCTRC;8.0;9.5;7.75;8.5;6.75;7.25;8.25;6.25;8.0
TFCTRJ;10.0;10.0;9.0;10.0;10.0;6.0;10.0;3.0;10.0
TFCTSH;7.0;7.0;3.0;5.0;7.0;5.0;6.0;7.0;2.0
TFCTTJ;8.0;8.0;6.5;8.0;8.5;6.0;8.0;8.0;7.0
TFCTU7;6.25;6.25;6.5;6.5;6.5;6.25;7.5;6.25;6.25
TFCTVE;9.0;9.666666666666666;8.0;9.0;9.0;9.0;9.0;9.0;9.0
TFCTWT;4.5;7.5;6.0;9.0;6.0;6.5;9.0;9.5;4.5
TFCTZB;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0
TFCU35;8.0;7.333333333333333;5.333333333333333;7.0;8.333333333333334;7.333333333333333;9.0;4.333333333333333;8.333333333333334
TFCU50;8.5;9.0;6.5;9.0;8.5;7.5;5.0;8.5;8.0
TFCU95;8.666666666666666;9.333333333333334;8.666666666666666;8.666666666666666;10.0;8.333333333333334;9.666666666666666;8.666666666666666;9.333333333333334
