CD_CLIENTE;DS_PROD_MODA;DS_LIN_REC_MODA;CIDADE;DS_CNAE;DS_SEGMENTO;DS_SUBSEGMENTO;MARCA_TOTVS_MODA;MODAL_COMERC_MODA;PAIS;PERIODICIDADE_MODA;UF;VL_TOTAL_CONTRATO_SOMA;FAIXA_VLR_TOT_SOMA_CONTRATOS;DIAS_CLIENTE;QTD_CONTRATACOES_12M;VLR_CONTRATACOES_12M;CLUSTER_3;CLUSTER_4;CLUSTER_5;CLUSTER_6;telemetria_moduloid_moda;telemetria_productlineid_moda;telemetria_slotid_moda;telemetria_statuslicenca_moda;telemetria_contagem;NR_PROPOSTA_count;ITEM_PROPOSTA_agg_moda;HOSPEDAGEM_agg_moda;FAT_FAIXA_agg_moda;CD_PROD_agg_moda;QTD_median;QTD_sum;VL_PCT_DESC_TEMP_median;VL_PCT_DESC_TEMP_sum;VL_PCT_DESCONTO_median;VL_PCT_DESCONTO_sum;PRC_UNITARIO_median;PRC_UNITARIO_sum;VL_DESCONTO_TEMPORARIO_median;VL_DESCONTO_TEMPORARIO_sum;VL_TOTAL_median;VL_TOTAL_sum;VL_FULL_median;VL_FULL_sum;VL_DESCONTO_median;VL_DESCONTO_sum;MRR_12M_median;resposta_NPS;resposta_unidade;Nota_SupTec_Agilidade;Nota_SupTec_Atendimento;Nota_Comercial;Nota_Custos;Nota_AdmFin_Atendimento;Nota_Software;Nota_Software_Atualizacao
TFDH65;ADESAO TOTVS P;CDU TOTVS SERIE T;CONTAGEM;Fabricacao de geradores de corrente continua e alternada, pecas e acessorios;MANUFATURA;BENS DE CAPITAL;BACKOFFICE - PARCEIRO;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MG;2534.93;0.0-0.5M;1026;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;901.56;;;;;;;;;
TFDH76;CONCILIADOR DE CARTOES TOTVS;SAAS TEF;ARARUAMA;Comercio varejista de bebidas;VAREJO;SUPERMERCADO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;RJ;3809.5;0.0-0.5M;951;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;98.97;;;;;;;;;
TFDHAK;CONS TEF MULTILOJA;SAAS SERIE T;COTIA;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - hipermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;227.46;0.0-0.5M;1021;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;94.78;;;;;;;;;
TFDHAN;CONS TEF MULTILOJA;SAAS SERIE T;JUNDIAI;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - hipermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;227.46;0.0-0.5M;1021;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;94.78;;;;;;;;;
TFDHBQ;TOTVS A ELETRONICA 10 PACK;SAAS SERIE T;SAOPAULO;Desenvolvimento de programas de computador sob encomenda;SERVICOS;TI & TELECOM;RH - CORE;NAO INFORMADO;105;00 - Mensal;SP;142.1;0.0-0.5M;1284;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;31.76;;;;;;;;;
TFDHBR;ADD-ON WEBSERVICES INTERA;SAAS INTERA SOFTWARE;TERESINA;Desenvolvimento e licenciamento de programas de computador customizaveis;SERVICOS;TI & TELECOM;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;PI;5796.81;0.0-0.5M;1020;0.0;0.0;0;2;3;2;99.0;2.0;0.0;Desconectado;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TFDHCA;SMS USUARIO RETAGUARDA WT;CDU TOTVS SERIE T;ANANINDEUA;Comercio varejista de produtos alimenticios em geral ou especializado em produtos alimenticios nao especificados anteriormente;VAREJO;SUPERMERCADO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PA;4778.7;0.0-0.5M;1020;0.0;0.0;0;2;3;2;611.0;11.0;611.0;Conectado;327.0;;;;;;;;;;;;;;;;;;;;;;76.57;10.0;10.0;10.0;10.0;10.0;8.67;10.0;10.0;9.0
TFDHCS;TEF BY RJ ADESAO;CDU TOTVS SERIE T;CAXIASDOSUL;Transporte rodoviario coletivo de passageiros, com itinerario fixo, intermunicipal, exceto em regiao metropolitana;SERVICOS;VIAGENS;RJ CONSULTORES;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;RS;174.46;0.0-0.5M;1020;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TFDHDL;ASSINATURA MENSAL INTERNET CMN;SAAS CMNET HOTAL;RIODEJANEIRO;Hoteis;HOSPITALITY;HOSPEDAGEM;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;RJ;1197.57;0.0-0.5M;1018;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;130.7;;;;;;;;;
TFDHDT;TOTVS TRANSMITE DOCUMENTOS ADD;SAAS SERIE T;CURITIBA;Fabricacao de aparelhos e equipamentos de medida, teste e controle;MANUFATURA;BENS DURAVEIS;BACKOFFICE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;PR;3297.19;0.0-0.5M;1018;1.0;64.83;0;2;3;2;5.0;2.0;4024.0;Desconectado;943.0;2.0;1.0;ON PREMISES;Faixa 02 - De 7.5 M ate 15 M;AUT.04.000049;1.0;2.0;0.0;0.0;0.0;0.0;31.01;62.02;0.0;0.0;31.01;62.02;31.01;62.02;0.0;0.0;337.34;7.0;7.0;7.0;7.0;8.0;8.0;8.0;6.0;7.0
TFDHDV;ADESAO TOTVS P;CDU TOTVS SERIE T;SANTAMARIADEITABIRA;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;BACKOFFICE - PARCEIRO;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MG;1763.8;0.0-0.5M;1017;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;598.54;;;;;;;;;
TFDHEF;MNT SOFTWARE MISTERCHEF NET;CDU BEMATECH;JUIZDEFORA;Restaurantes e similares;SERVICOS;VIAGENS;MICRO E PEQUENOS NEGOCIOS;MPN;105;00 - Mensal;MG;311.97;0.0-0.5M;1014;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;44.7;;;;;;;;;
TFDHF8;ROYALT MENSAL;CDU BEMATECH;BRASILIA;Servicos combinados de escritorio e apoio administrativo;SERVICOS;BPO;MICRO E PEQUENOS NEGOCIOS;MPN;105;00 - Mensal;DF;204.51;0.0-0.5M;1007;3.0;123.96;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TFDHFC;CDU USUARIO VENDEDOR;CDU TOTVS SERIE T;RECIFE;Comercio atacadista de suprimentos para informatica;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PE;13754.87;0.0-0.5M;1013;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TFDHGP;CLOUDINT SETUP CLOUD;SAAS INTERA SOFTWARE;VITORIA;Planos de saude;SAUDE;OPERADORAS DE PLANOS DE SAUDE;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;ES;9880.97;0.0-0.5M;1011;0.0;0.0;0;2;3;2;4093.0;2.0;4001.0;Desconectado;740.0;;;;;;;;;;;;;;;;;;;;;;900.02;8.0;8.0;8.0;8.0;8.5;7.5;7.5;6.0;5.5
TFDHGW;LICENCA CNPJ WINTHOR MEDICAMEN;CDU TOTVS SERIE T;LEME;Comercio atacadista de medicamentos e drogas de uso humano;VAREJO;VAREJO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;8355.19;0.0-0.5M;1010;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;257.26;;;;;;;;;
TFDHHW;SMS USUARIO RETAGUARDA WT;CDU TOTVS SERIE T;ITABAIANA;Comercio atacadista de cosmeticos e produtos de perfumaria;VAREJO;VAREJO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SE;9306.29;0.0-0.5M;1007;0.0;0.0;0;2;3;2;602.0;11.0;602.0;Conectado;277.0;;;;;;;;;;;;;;;;;;;;;;263.31;;;;;;;;;
TFDHI0;TOTVS A ELETRONICA 10 PACK;SAAS SERIE T;CAMPINAS;Servicos combinados de escritorio e apoio administrativo;SERVICOS;BPO;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;75.04;0.0-0.5M;1007;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;32.06;;;;;;;;;
TFDHIT;DMP ENTERPRISE;CDU INTELIGENCIA MERCADO;SAOPAULO;Agenciamento de espacos para publicidade, exceto em veiculos de comunicacao;SERVICOS;MIDIA;INTELIGENCIA DE MERCADO (TAIL);MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;11780.14;0.0-0.5M;1007;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TFDHKP;TOTVS TRANSMITE - MOD INTERA;CLOUD COMPUTING.;ITABIRITO;Comercio atacadista de maquinas e equipamentos para uso industrial, partes e pecas;LOGISTICA;ATACADISTA E DISTRIBUIDOR;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;MG;12098.25;0.0-0.5M;912;2.0;8207.58;0;2;3;2;4.0;2.0;4024.0;Desconectado;3263.0;4.0;1.0;ON PREMISES;Faixa 07 - De 75 M ate 150 M;0T63301014;1.0;4.0;0.0;13.45;0.0;0.0;143.03;7451.16;0.0;2292.83;143.03;7451.16;143.03;7451.16;0.0;0.0;2589.36;;;;;;;;;
TFDHKX;ADD ON WEBSERVICES RD CRM;SAAS SERIE T;SAOPAULO;Comercio atacadista de produtos siderurgicos e metalurgicos, exceto para construcao;LOGISTICA;ATACADISTA E DISTRIBUIDOR;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;8627.55;0.0-0.5M;1006;1.0;198.54;0;2;3;2;6.0;2.0;4024.0;Desconectado;2287.0;1.0;1.0;TOTVS CLOUD;Faixa 02 - De 7.5 M ate 15 M;7T63301082;2.0;2.0;0.0;0.0;0.0;0.0;87.99;87.99;0.0;0.0;175.98;175.98;175.98;175.98;0.0;0.0;445.49;7.0;9.0;7.0;7.0;8.0;6.0;7.0;7.0;7.0
TFDHL2;TOTVS A ELETRONICA 10 PACK;SAAS SERIE T;ITAQUIRAI;Fabricacao de produtos diversos nao especificados anteriormente;MANUFATURA;BENS DURAVEIS;SERVICOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MS;39.16;0.0-0.5M;678;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;879.88;;;;;;;;;
TFDHL5;ADESAO INTERA B.O P;CDU PLATAFORMA TOTVS INTERA SO;SAOPAULO;Aluguel de outras maquinas e equipamentos comerciais e industriais nao especificados anteriormente, sem operador;SERVICOS;LOCAÇÃO;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;5172.14;0.0-0.5M;1005;0.0;0.0;0;2;3;2;5.0;2.0;4024.0;Desconectado;289.0;;;;;;;;;;;;;;;;;;;;;;1189.11;;;;;;;;;
TFDHL9;APP NO CODE PACK ESSENTIALS;SAAS FLUIG;BRASILIA;Outras atividades profissionais, cientificas e tecnicas nao especificadas anteriormente;SERVICOS;PROVEDOR SERVICOS;FLUIG - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;DF;0.0;0.0-0.5M;1005;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TFDHLE;ADD-ON WEBSERVICES INTERA;SAAS INTERA SOFTWARE;CAMPINAS;Outros representantes comerciais e agentes do comercio especializado em produtos nao especificados anteriormente;LOGISTICA;ATACADISTA E DISTRIBUIDOR;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;7816.05;0.0-0.5M;1005;1.0;279.56;0;2;3;2;5.0;2.0;4024.0;Desconectado;407.0;1.0;1.0;ON PREMISES;Faixa 01 - De 4.5 M ate 7.5 M;7T63301081;1.0;1.0;0.0;0.0;0.0;0.0;248.08;248.08;0.0;0.0;248.08;248.08;248.08;248.08;0.0;0.0;667.45;9.0;6.0;7.0;7.0;7.0;5.0;7.0;9.0;9.0
TFDHLF;LICENCA CNPJ VAREJO WT;CDU TOTVS SERIE T;CAMPOLIMPODEGOIAS;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;MANUFATURA;BENS DE CAPITAL;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;GO;2761.9;0.0-0.5M;1005;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;141.13;;;;;;;;;
TFDHLU;MNT SOFTWARE MISTERCHEF NET;CDU BEMATECH;RECIFE;Lanchonetes, casas de cha, de sucos e similares;SERVICOS;VIAGENS;MICRO E PEQUENOS NEGOCIOS;MPN;105;00 - Mensal;PE;1053.82;0.0-0.5M;1004;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;28.09;;;;;;;;;
TFDHM0;SMS USUARIO RETAGUARDA WT;CDU TOTVS SERIE T;GOVERNADORVALADARES;Comercio atacadista de produtos alimenticios em geral;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;8703.56;0.0-0.5M;1004;0.0;0.0;0;2;3;2;602.0;11.0;602.0;Conectado;569.0;;;;;;;;;;;;;;;;;;;;;;174.11;10.0;10.0;8.0;8.0;8.0;10.0;10.0;10.0;6.0
TFDHMB;ALMOXARIFADO E ESTOQUE;SAAS CMNET HOTAL;JABOATAODOSGUARARAPES;Hoteis;HOSPITALITY;HOSPEDAGEM;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;PE;1142.35;0.0-0.5M;1004;1.0;1029.73;0;2;3;2;;;;;;9.0;1.0;ON PREMISES;Sem Informações de Faturamento;CMV.001518;1.0;135.5;0.0;0.0;0.0;18.56;117.92;987.16;0.0;0.0;117.92;9403.82;0.95;8705.44;0.0;386.75;66.15;;;;;;;;;
TFDHMD;ADESAO INTERA B.O P;CDU PLATAFORMA TOTVS INTERA SO;SAOPAULO;Treinamento em desenvolvimento profissional e gerencial;EDUCACIONAL;EDUCACAO CONTINUADA;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;5883.03;0.0-0.5M;1005;0.0;0.0;0;2;3;2;6.0;2.0;4024.0;Desconectado;74.0;;;;;;;;;;;;;;;;;;;;;;1218.16;10.0;10.0;9.0;10.0;10.0;7.0;10.0;10.0;7.0
TFDHMZ;ADESAO INTERA B.O P;CDU PLATAFORMA TOTVS INTERA SO;ITACOATIARA;Comercio atacadista de joias, relogios e bijuterias, inclusive pedras preciosas e semipreciosas lapidadas;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;AM;13084.46;0.0-0.5M;1003;0.0;0.0;0;2;3;2;6.0;2.0;4024.0;Desconectado;710.0;;;;;;;;;;;;;;;;;;;;;;405.56;7.5;5.0;4.5;8.0;4.5;3.0;4.0;5.0;3.0
TFDHN6;ADESAO INTERA B.O P;CLOUD COMPUTING.;GOIANIA;Comercio atacadista de instrumentos e materiais para uso medico, cirurgico, hospitalar e de laboratorios;LOGISTICA;ATACADISTA E DISTRIBUIDOR;CLOUD;MODALIDADE SERVICOS RECORRENTES;105;00 - Mensal;GO;5954.71;0.0-0.5M;1003;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;534.56;;;;;;;;;
TFDHNL;INTERA BACKOFFICE: QUARTETO;SAAS INTERA SOFTWARE;SAOPAULO;Fabricacao de equipamentos e acessorios para seguranca pessoal e profissional;MANUFATURA;BENS DURAVEIS;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;20693.95;0.0-0.5M;1000;1.0;6893.07;0;2;3;2;4.0;2.0;4024.0;Desconectado;1323.0;1.0;1.0;ON PREMISES;Faixa 06 - De 50 M ate 75 M;7T63301069;1.0;1.0;0.0;0.0;0.0;0.0;4836.82;4836.82;0.0;0.0;4836.82;4836.82;4836.82;4836.82;0.0;0.0;877.84;8.0;8.0;8.0;8.0;8.0;6.0;8.0;8.0;8.0
TFDHOO;CLOUD EXCEDENTE TRAD;CDU TOTVS SERIE T;BRASILIA;Comercio atacadista de agua mineral;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;DF;9984.8;0.0-0.5M;999;0.0;0.0;0;2;3;2;602.0;11.0;602.0;Conectado;655.0;;;;;;;;;;;;;;;;;;;;;;371.46;8.0;8.0;8.0;8.0;8.0;8.0;8.0;10.0;8.0
TFDHQ0;ADESAO INTERA B.O P;SAAS SERIE T;PALMAS;Instalacao de maquinas e equipamentos industriais;CONSTRUCAO E PROJETOS;PROJETOS & SERVICOS ESPECIAIS;RH - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;TO;7766.25;0.0-0.5M;998;1.0;3238.21;0;2;3;2;516.0;3.0;0.0;Desconectado;852.0;5.0;1.0;ON PREMISES;Faixa 01 - De 4.5 M ate 7.5 M;2F26001123;40.0;142.0;0.0;0.0;0.0;10.51;3.93;2737.95;0.0;0.0;190.29;3202.23;190.29;4048.1;0.0;845.87;427.63;;;;;;;;;
TFDHQ1;INTERA BACKOFFICE COMPLETO;SAAS INTERA SOFTWARE;RECIFE;Aluguel de maquinas e equipamentos para construcao sem operador, exceto andaimes;SERVICOS;LOCAÇÃO;RH - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;PE;29458.52;0.0-0.5M;998;2.0;14287.48;0;2;3;2;2.0;2.0;4024.0;Desconectado;2182.0;5.0;1.0;TOTVS CLOUD;Faixa 02 - De 7.5 M ate 15 M;7T63301068;4.0;70.0;0.0;16.82;0.0;0.0;180.44;751.89;0.0;2534.23;673.44;13705.48;673.44;13705.48;0.0;0.0;821.86;6.0;6.0;4.0;5.0;8.0;6.0;6.0;7.0;8.0
TFDHQF;ADD-ON WEBSERVICES INTERA;SAAS INTERA SOFTWARE;CORUMBIARA;Criacao de bovinos para corte;AGROINDUSTRIA;PRODUCAO DE ANIMAIS, AVES E PEIXES;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;RO;9610.51;0.0-0.5M;997;0.0;0.0;0;2;3;2;6.0;2.0;4024.0;Desconectado;1354.0;;;;;;;;;;;;;;;;;;;;;;822.93;;;;;;;;;
TFDHQN;SUST ACT RECORRENTE;CONSULTORIA TRADICIONAL AMS;RIODEJANEIRO;Holdings de instituicoes nao-financeiras;SERVICOS;OUTRAS ATIVIDADES DE SERVIÇOS FINANCEIRO;AMS;MODALIDADE SERVICOS RECORRENTES;105;00 - Mensal;RJ;19460.65;0.0-0.5M;997;1.0;10526.62;0;2;3;2;;;;;;4.0;1.0;ON PREMISES;Sem Informações de Faturamento;1M13301016;1.0;4.0;0.0;0.0;0.0;0.0;132.92;8840.81;0.0;0.0;132.92;8840.81;0.0;0.02;0.0;0.0;2129.54;;;;;;;;;
TFDHQV;ADD ON WEBSERVICES RD CRM;SAAS SERIE T;CANOAS;Fabricacao de outros produtos quimicos nao especificados anteriormente;MANUFATURA;QUIMICA & RECICLAGEM;BACKOFFICE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;RS;7531.6;0.0-0.5M;997;2.0;653.82;0;2;3;2;2.0;2.0;4022.0;Desconectado;410.0;5.0;1.0;ON PREMISES;Faixa 07 - De 75 M ate 150 M;2010067-2;18.0;88.0;0.0;0.0;0.0;0.0;90.47;415.4;0.0;0.0;1261.24;6965.11;1261.26;6355.6;0.0;0.0;752.25;;;;;;;;;
TFDHR5;LICENCA CNPJ DISTRIBUIDOR WT;CDU TOTVS SERIE T;GARANHUNS;Comercio varejista de materiais de construcao em geral;VAREJO;MATERIAL DE CONSTRUCAO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PE;33940.2;0.0-0.5M;997;3.0;12077.61;0;2;3;2;613.0;11.0;613.0;Conectado;264.0;7.0;1.0;ON PREMISES;Sem Informações de Faturamento;0113301153;1.0;15.0;0.0;0.0;12.74;79.81;380.28;8212.16;0.0;0.0;380.28;12020.18;467.45;17085.67;141.65;5612.32;378.36;10.0;9.5;9.5;9.5;10.0;9.5;9.0;10.0;9.0
TFDHRH;ADESAO TOTVS P;SAAS SERIE T;SAOPAULO;Organizacao logistica do transporte de carga;LOGISTICA;OPERADOR LOGISTICO;LOGISTICA - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;185.63;0.0-0.5M;996;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;125.29;;;;;;;;;
TFDHTB;BA SERV RECORR - ATE 23M;SERVIÇOS MENSALIZADOS;SAOPAULO;Comercio atacadista de defensivos agricolas, adubos, fertilizantes e corretivos do solo;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;BUSINESS AGILITY;MODALIDADE SERVICOS RECORRENTES;105;00 - Mensal;SP;892.02;0.0-0.5M;996;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;850.4;;;;;;;;;
TFDHTS;TOTVS ANTECIPA;SAAS TECHFIN;CORDEIROPOLIS;Fabricacao de outros produtos quimicos nao especificados anteriormente;MANUFATURA;QUIMICA & RECICLAGEM;TECHFIN;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;0.0;0.0-0.5M;328;1.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1132.58;;;;;;;;;
TFDHTZ;ADESAO TOTVS P;CDU TOTVS SERIE T;RECIFE;Holdings de instituicoes nao-financeiras;SERVICOS;OUTRAS ATIVIDADES DE SERVIÇOS FINANCEIRO;CLOUD;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;PE;3481.52;0.0-0.5M;661;1.0;6186.96;0;2;3;2;;;;;;1.0;1.0;TOTVS CLOUD;Sem Informações de Faturamento;2F26001042;1.0;1.0;0.0;0.0;0.0;0.0;2884.81;2884.81;0.0;0.0;2884.81;2884.81;0.0;0.0;0.0;0.0;1675.17;;;;;;;;;
TFDHUD;CONS TEF MULTILOJA;SAAS SERIE T;CARAPICUIBA;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - hipermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;227.24;0.0-0.5M;992;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;94.81;;;;;;;;;
TFDHUE;CONS TEF MULTILOJA;SAAS SERIE T;SAOPAULO;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - hipermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;227.24;0.0-0.5M;992;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;94.81;;;;;;;;;
TFDHUG;CONS TEF MULTILOJA;SAAS SERIE T;OSASCO;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - hipermercados;VAREJO;SUPERMERCADO;SUPERMERCADOS - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;227.24;0.0-0.5M;992;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;94.81;;;;;;;;;
TFDHVB;TOTVS PLANEJAMENTO DE ROTAS;SAAS SERIE T;BELOHORIZONTE;Transporte maritimo de longo curso - Carga;LOGISTICA;TRANSPORTADOR;OTIMIZACAO LOGISTICA;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MG;1.24;0.0-0.5M;990;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TFDHVG;TEF TOTVS CLOUD PDV ADICIONAL;SAAS TEF;TRESLAGOAS;Comercio atacadista de cosmeticos e produtos de perfumaria;VAREJO;VAREJO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MS;79.16;0.0-0.5M;989;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;33.03;;;;;;;;;
TFDHW1;ADESAO COMPLEMENTAR INTERA ERP;CDU PLATAFORMA TOTVS INTERA SO;GOVERNADORVALADARES;Educacao infantil - creche;EDUCACIONAL;BASICO;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;MG;12795.66;0.0-0.5M;986;0.0;0.0;0;2;3;2;506.0;3.0;4022.0;Desconectado;273.0;;;;;;;;;;;;;;;;;;;;;;856.24;;;;;;;;;
TFDHWF;GERADOR DE RELATORIOS E GRAFIC;CDU CMNET HOTAL;PUERTOIGUAZU;PESSOA FISICA (SEM CNAE);HOSPITALITY;HOSPEDAGEM;HOSPITALIDADE - CORE;MODALIDADE TRADICIONAL;63;00 - Mensal;CF;67898.93;0.0-0.5M;985;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TFDHWO;ADESAO TOTVS P;CDU TOTVS SERIE T;SAOPAULO;Comercio varejista de artigos do vestuario e acessorios;VAREJO;MODA;DISTRIBUICAO & VAREJO - PARCEIRO;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;1412.93;0.0-0.5M;985;1.0;615.87;0;2;3;2;;;;;;1.0;2.0;ON PREMISES;Sem Informações de Faturamento;AUT.01.000749;1.0;1.0;4.16;4.16;0.0;0.0;615.86;615.86;60.96;60.96;615.86;615.86;615.86;615.86;0.0;0.0;202.25;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0
TFDHXG;ALMOXARIFADO E ESTOQUE;SAAS CMNET HOTAL;PARAIPABA;Construcao de edificios;CONSTRUCAO E PROJETOS;CONSTRUTORAS;HOSPITALIDADE - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;CE;2003.18;0.0-0.5M;983;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;162.86;;;;;;;;;
